d141a47ca817d36f480dd5f5d953ca1f	A. W. Ward
509661	The Daily Telegraph
774936f5b3cad61c03c105407441f3e0	Bằng đảng luận
ad6224179e6a42bd3f6d5ead851f6e92	Arturo Illia
57507	Bộ Cá vây tay
d8f7518373c88656c5fb63d9cb88158f	ASEAN Hymn
dad610bc636aac54ca93c7be127f07eb	Cung điện Hoàng gia Madrid
578398	Thập niên 1050
17938	Trần Văn Hương
85782	Tài sản
2133423	Bách lan
3143518	Lag BaOmer
104948	Giosuè Carducci
5e4bac75bbb172be8be98312eb6e1474	Armstrong Siddeley Panther
9b8bfd312d4644f12236b60215a29a87	Huron County
6847	Chi Báo
11037724	Hoàng Việt
462701	Du lịch Thanh Hóa
2234745	Dương Ác
531210	730
cd5239765fee53efe0c7038297fe59cf	Án sát
3880ef17e31d352ac01007800bba063b	John II, Bá tước của Hainaut
7e840f0d77d3ade9fa0a0904f13cb670	Chính trị thực dụng
d7dd834b2ffeb8a03e0ae6d202c39d9f	Chiến thắng Chương Thiện
4de14b1d9b14e8e270903ee426df41b3	Thập niên 1040 TCN
ca9c3a156eb0aa5d9029f545eeb50f0e	Phương pháp Jacobi
118127	Tiết độ sứ
27327	Mậu Tý
57799	Binh chủng Công binh, Quân đội nhân dân Việt Nam
9281078c4b0d0246e09cde099972df24	Dive Bomber (phim)
3437305	Bố chính sứ
204148	Philippos III của Macedonia
589858	Cao Cán (Nam Bắc triều)
bc0e558a10c378be9250ee5fcd3fb0d8	Oh Henry!
279d001b8f6328b4814cf86a0e40c004	1995 World Men's Handball Championship
48216	Dwight D. Eisenhower
39143	Aung San Suu Kyi
c8014fdf6b9b252078ca54b7188ffa78	Bel
2147	Kinh
ec498cee39ed8587b425d0c2709635c0	Carthago cổ đại
87687	Cổ Triều Tiên
3435697	David Webb (cầu thủ bóng đá)
541500	90 TCN
d973bda851c4936862c57f97c3afe1fb	Tả Giang
dcd261532317d2d1a21db64a3f3967b9	Bang của Brazil
230881	Győr
3505169	Cassius Dio
7551	Lý thuyết
ab11a6dce6675e3f54426f2440efd473	Chính trị Khối Đông Âu
8107afed33e602794907e54aaf4a5a22	Georg Steller
571680	Hổ Java
541129	30 TCN
3f05de3ce9cb7e2205d588a17b073a79	Book of Daniel
982177	Boryeong
462867	Hermann Irving Schlesinger
8da7c1381776821d2289480b56f5df71	Bác Đệ Tái Sở Hỗ Nhĩ
531780	520
816248	Phôi
f75f5b865d38b23b737cae1cfecbb35e	Thể loại:Thành lập thập kỷ 50 TCN
ab76c54cd22d18630bcb8c4db80d4891	Tristan
813850	Portland, Maine
483053	Hà Văn Mao
a582acfbfa7616b42f03dbc0c9d33277	Thể loại:Thành lập thập kỷ 630
9e037d6819b4f2b899656ceaddb3c445	Francisco Lersundi y Hormaechea
0f0cb209620d7d184aab74740a59e462	American Journal of Physics
20363	27 tháng 6
914db92a1f6b32013bc5501e64af0a61	Eifel
2175	8 tháng 3
b15e6a2ccc78f70873b2faf0765aba46	Lịch sử Bồ Đào Nha
a44d6a63813265727fe2129431014aad	Chỉ số phát triển về giới (The gender-related development index)-GDI
421506	Cao Ly Huệ Tông
322035	Haumea (hành tinh lùn)
892	21 tháng 3
2a6348c38249b9cbafb8555e3a748800	Bajina Bašta
a0aad039b7da6af56ffdc974b07ab004	Düsseldorf-Garath
9249	Hòa Bình
e86eb1191766ea455a67c20bf3d5b7f8	Gnit
43897	Chính trị
530513	1501
a41b7f46526ac1bf3adc4f0091b370ab	APEC Indonesia 1994
27304	Kỷ Tỵ
60773	La bàn
530312	1029
234396	Cộng Hòa (huyện)
531816	548
955	Tháng 3 năm 2004
3554f4799f78b792c397f2606693a120	André Derain
3311619	Circa
819347	Adam Riess
144738	Football League Cup
39648c1e91c2a87529c619b50da84bdd	Bulletproof Monk
3309304	Annalen der Physik
1e54ae3a8d6683aca02e6971d59b7509	1984 Summer Olympics
530771	Diên Phước
140452	Earle Page
01f047a87799fd9cfa3cf8d5da382b57	Ernest Gellner
8276688fd8586f8fa0cbbf2e6307799d	Aldridge
3264175	Corfu
531345	600
f400b4c99c0f76b25cce192ce6c55282	Các tiền tố hệ nhị phân
6267	Angola
130ccc05d8bd5428a21ef33c01dba784	Dictionary of Scientific Biography
bd6edf4e138593bf373ce5001b29edc2	Châu Phi Xích Đạo thuộc Pháp
529920	1255
801436	Mân Việt
61066	Khởi nghĩa nông dân Đàng Ngoài
0a8b82ab96a68ea99cee5b567f933046	Cessna 206
f3fddf6774afae58dbc90813e7d8fc2d	2006–07 Football League
529245	1632
238fd1186d2dc42ab126ba5f2e23924c	Récamier
35814	Cầu Thăng Long
c940b5039a79fffc89c8b1192db5dfb4	Kế hoạch Virginia
528389	1707
106440	.my
532127	426
424456	Mahmoud Ahmadinejad
528860	1717
ae8d4e695430188984e2232302ea9cfd	Ohm's Phase Law
7759754	Albert Gallatin
126212	Lê Oanh
9f9a343d4d1aa40782a8acae95751eca	25 March
530518	1504
541105	6 TCN
9aa496f20a16dd9d16b7de73900f111a	Anne Sophie of Denmark
529953	1288
9764c96ca4cd8e3010e21b173d18a66a	Aboisso
20648	29 tháng 11
ed17bb51908ceb0e31d4ba0a9838b971	Pentadecan
d8e615c9f40755711f4ce81f6f03866d	Tháng 11 năm 2078
127982	Chủ nghĩa xã hội-dân chủ
951a3953dfebde4ed74957c5d8ffefdc	Comosicus
160de676e07f5d220172b5972a6561ff	Đại Việt Thông sử
3251291	Christian Atsu
3259828	Đường lối tập trung dân chủ
198051	James Prescott Joule
120869	Odysseas Elytis
3177663	Gia tốc trọng trường
9ed5c9ad1402cda465655a8c3db0a403	Anh (nước chư hầu)
530680	933
59eecae7f900cae7e9bff6bdb792a306	Robert Brown (botanist, born 1773)
185226	Danh sách các quốc gia theo GDP (danh nghĩa) bình quân đầu người
478916	Mộc bản triều Nguyễn
a383e04c5c53966d3d81890fd314ef63	Autoglass
91c5db739ea297750c91db0332abc645	Quan thoại Giao Liêu
36304	Lịch sử thế giới
3300	Latin
605825e456790eee9f8a99ebc24fdc1c	George Pocock
a17f10c40bf20bbe3a421884ef54b4eb	Imagawa Sadayo
314199	Crevalcore
16528	Biển Đỏ
5edcdb15caea3cd35e99d67a047b003e	Ngũ Xán
3150557	Gotthold Ephraim Lessing
250073	1802
529903	1241
201785	1780
37e6e20d09d335d701ea1f58d9ac1419	Franz Xaver von Baader
3634703	Nhà khảo cổ
367790	Bell UH-1 Iroquois
1445782	Thể loại:Sinh thập kỷ 690
27973595edd04c02c28a4f06da338f0a	Chủ nghĩa cộng hòa Ireland
a2f7f33a7a900f88a60a7b53e26b6511	Birmingham-Hoover-Cullman Combined Statistical Area
2415006	Giải Man Booker quốc tế
6a8acd051620b2914814e46a2005e875	Carte du Ciel
3297753	Anne của Áo
321f79cab248ac5e93526747e35a059e	Kỳ La
97592619d1bf979b7617bd232a1e95eb	Lễ hội Humana về kịch Mỹ mới
575090	Burley, Idaho
140480	Nam Đường
53f088266382e0919486c1d98d7f3390	Emotional Rescue
815579	Thủ thư
530247	1067
692343	Nguyễn Thị Niên
d1ccd46d315a87a08902fd7ca15ed46b	Lô Hiền Bạt
0843e05e3418f42d26c42c7e7e393400	Anna Petrovna của Nga
e7f23c04995385c79b2747d88e836f6e	Tu chính án VII Hiến pháp Hoa Kỳ
4089	Google
88f2c4243a682d617911ee95111e94b5	Nguyễn Thành Chí (Đại tá, Quân lực VNCH)
9a5bc47e1c9c36ea1e026c4c81c62ec3	Tháng 8 năm 2017
63052	Battambang (tỉnh)
880605	Ararat (tỉnh)
541529	114 TCN
781835	Giờ mùa Hè Trung Âu
26375	Victor Hugo
71854	Chicago Tribune
246371	Hệ thống đầu phiếu
529942	1278
41680	Dennis Bergkamp
53643	Thể loại:Mất thập kỷ 1130
024fa7a44ba7839d9d22ac62234970bb	Child mortality
155e04ba0f47cec6fa73972ac99d51e4	Cái
122204	.cm
3410265	Eastern Time Zone
20468	18 tháng 8
339353	F.C. Porto
20475	22 tháng 8
1243390	Phân số
171004	Bảo Định, Hà Bắc
1751959	Puma SE
460c8da109633bbbc9d787914cfebac7	Benz
61dde68c8306f6c8d91cfe833c32e830	AdMob
068fb57c18e4696e07d1ba2fda4fcaea	Argolis
dd28e50635038e9cf3a648c2dd17ad0a	2202
3366203	254 (số)
1940c8124f07981d936a2a95b49abf8c	Sân bay quốc tế Rafic Hariri Beirut
11680	Gia Long
064ce6ef6f3f6f3bdcb072baa343bcb6	Brunswick, Maine
0be25a831022ffc049ab7bfc1c0e0262	Pam Peters
683003828dfc92d98165eed55404bd65	Franz Leopold von Nádasdy
15148c963839130ccd0a9df6b546f60b	Asia Cooperation Dialogue
19f18ef572364ee0d2dad575cb8a2e6d	Francis Harry Compton Crick
128908	Lục quân Việt Nam Cộng hòa
1491	Montréal
d82db73e5e71d9c81cbdebdecec149bb	Thời kỳ Thiên Bảo
3385926	Francis I, Hoàng đế La Mã Thần thánh
817254	Lương Ninh
405283	Cartigny, Genève
53700	Thể loại:Mất thập kỷ 1410
35907	Tỷ phú
837794	5535 Annefrank
1261c406ebcfd0bcdc532969d6a73458	Cd
2565	Giây
1747153	Tăng Cách Lâm Thấm
d66a5e15141fbd534335b80e8d0d4151	Lịch Aztec
70af0e8f24b7761ab933e595cdbcbbaf	CH-46
23800	Lịch Julius
3191469	Trần Tử Oai
f488970d7e982850cd39fc4d9e3235d5	Anwar El Sadat
119599	Pays de la Loire
e119250034a42079efb073fb117d9646	Cửa Đặt
3154230	Thủ tướng Anh
72937084bf27c528704b802fd2c35063	Lucius Licinius Sura
20655	2 tháng 12
16237	Aristoteles
3581031	Cottian Alps
109d63ec2e24ee1442138d9705599cec	Algazel
12913509	F.C. Internazionale Milano
99afbd0e30c9f107beea98f11e04f8db	Alain Badiou
8b76c4c94deee49d0e5b8a6e9b9fc4de	Gió xoáy
f3fda123d302df86fce2793b1d55369f	Bộ Công nghiệp Trung Quốc
528379	Copernixi
2995560f1f3379e45e6d521f5b7bcb9e	Bộ sưu tập Hoàng gia
262615	Cổ phần
b09ff5a5ed2d0e2bb3caa13f948d9447	Thanh triều bí truyện toàn tập
20319	6 tháng 6
62433b8d69f2f631a530078b1415b3e5	Hoàn thiện
290870	Annonay
528896	1737
141707	Hà Trung
2530504	Thập kỷ
ff3d0f8cd68319bc95ccca4f442d8511	Engelbert Kaempfer
35a87407d31736184448698c73a2438b	Chickering
cc154635e59303dd02dc8768a369a86e	CFM International
2156ecbe85130403ec0dac5711621a65	Soliin Danzan
231620	An Lăng
88046	Bạch Dương (chòm sao)
66b01d8c90ad4d39eed5f8d2a5f65fc9	Carnicero
b72ba662514d9aa541638e7bdd2f9b70	Anson Jones
f663fca639610d0b981c407ecc0f87ea	Balanced ternary
369599	Danh sách các quốc gia thành viên Liên Hiệp Quốc
e64c22d0b08e79ddcc9c7bfc071433fe	Chu kỳ tám năm
48128	Harry S. Truman
97ae1fa2f59a00193578ec7aceef7187	Các quốc gia thành viên Liên hiệp quốc
9b6bd414b6a7e3c32058555a67fda9b5	Speaker (lớp tàu frigate)
4cab3e348cf19d23a7f2583f0ded12ea	Hempstead
1462791	Hà Quang Dự
ee5901a49fd8477aa36146edb6702cea	Gorgin Khan
e1288273c3476f5b6557cdc11dbae776	Borommatrailokkanat
674c9e92775c488b3fbf67e30ba1735a	Chanson de geste
5069b5d0ff839b6e38fd653abb845eea	Cây lá rung
1746351	Chiến dịch Praha
abc422663b232d356f12d88e7194cadc	Giải Marian Engel
531757	505
72333	Mikoyan-Gurevich MiG-19
801536	Dương Hòa
418151	Carol W. Greider
c3e4035af2a1cde9f21e1ae1951ac80b	2164
faf09be605f9d85570e74e82984b4ed9	Alpine meadow
2451458	Bản Giao hưởng Số 5 Định mệnh
3244299	Chuyển tiền điện tử
312162	Hiến pháp Việt Nam Cộng hòa 1956
2562	Mét
520525	Tranh
112494a0450bc317cfe27d0295b888f4	Central Jersey
529691	Trứng
1667395	Bác Vọng
53661	Thể loại:Sinh thập kỷ 1220
46e37326f0daa8d1dc832a86bb55e0b1	Chủ thuyết thị kiến
0c47560bfbfda3040b74253ba1f1fa84	Charlottesville
9893	Viola
16afdf8ec8e45b16035f16829f1d95d4	Kiểm định Kolmogorov-Smirnov
45e09ecf412c773b1db5a1b1bf7bad6f	Quân đội Nam Tư
541325	Trường học
f9db01d23a1fd8eea5ad25f974b8a397	Henryk Borowski
ea12e6b96677d9a15f418c16c2d1345d	Asha Vahishta
eb1eb71ff50aeb9bbc357d8edadb243d	Bertha's Christmas Vision
1445679	Thể loại:Mất thập kỷ 780
191291	Bân
5616bd710fb28ea6a5d6081eb656b5b8	Ashmolean Museum
1eb2f4e42806c019471f9b1b0663f7c2	A. F. Pollard
2424366	Con trai (mối quan hệ)
42668	Thuốc phiện
95024	Bangkok Airways
809666	Hiếu Nam
2885974	Phùng Khánh
2181832	Bản thể học (khoa học thông tin)
3679475	Hồng Kông thuộc Anh
540750	106
39550	Thái Bình Thiên Quốc
7f77cb6dbf008fb4569c047932a3353d	Cao Kế Xung
d37ce97446666636bd671a1999225b92	Lelio Sozzini
532200	396
1439662	Bắc Ngụy Hiến Văn Đế
b0a3e4f1e5e8d22b7b48a5045d55fa54	Stepmom
4e1c4d7bb4eff34bd83fd8e608f2e574	Alphonse Louis Nicolas Borrelly
2360559	Radian
cc7c5a36dd6196201dc2d2db1a8e2213	Catiline
1731462	Andigena
1cbc32613c225b466ecda51e6371e7e7	Lê Minh Tông
7c43528b99c6804f7dd80bceff6b73bc	Matsui Yasogorō
54264	Thái Bình Thiên quốc
18322062e343a7e1aca6b38e88e2a918	Harry Arter
3704767	Bắc bán cầu
85085b809bce972c12796316deb2a547	Quan thoại Bắc Kinh
353787	Trận Đà Nẵng (1858-1859)
87681	Quân đội Việt Nam Cộng hòa
511403	Vương quốc Napoli
9fb69021b84c7e7ff04f3a262e179687	Thời kỳ Văn Minh
1279633	Thập niên 970
86790	Kênh đào
8ab05dbf07ab55022accdda7351df419	Chiến dịch Pointblank
276102	Hậu Tần
60ffa4751201479d0ef4bdaf823c838b	Anio Novus
873464b903bcafd3b66850e223d0280c	Mikhail của Vladimir
794461	CK
7e4740e9cdf02cebb1ceb9a855d020f7	Elias Howe
1279551	Thập niên 170
2ab55d29a7245900bb01205995a886e1	Chu Hữu Dục
53786	Thể loại:Sinh thập kỷ 1830
189586	Diên Xuyên
e65c668cee00626cab734e05aa4d3892	Eishō (thời kỳ Muromachi)
37173	Nam Á
2262435	Kiểm soát tính nhất quán
a1f391b1160de480b2b1ca8359e82e42	Chữ số Phúc Kiến
97769	.ci
1670493	Chuột nhà châu Á
6757	Khoa học
3289625	Mạc Đăng Dung
1744346	Huyền thoại
8b9d6c71012a266c6241c22a96669fc0	Katholische Universität Eichstätt
3f6207615f37dc68171b1678ff28f57f	Danh sách hóa thạch của tiểu bang Hoa Kỳ
38585	Nhồi máu cơ tim
30564	Hà Sơn Bình
732d2dd9f07e030e54e4fbc7cb516652	2011 US Open – Women's Singles
944da0e1f7390c6fc12e24dca3e3be1f	Thể loại:Phá hủy thập kỷ 1820
3430	Viên
6f98f6e5210f287dc739178d8cb2d27c	Gale
bcda4652035f8fab057b5b4b48d96fcb	Năm (lịch)
e609fada2156682b66213a4f498749c6	Trận Hoyerswerda
943	4 tháng 4
1df6f8de02b61286e578cea72ef37c18	Charles Cotesworth Pinckney
194521	J. J. Thomson
450795	Thể loại:Mất năm 2010
6cab6bd4c602e4db8cb1891d8c1b95c9	Brian Blessed
235187	Chuối
436197	Andres Iniesta
3196094	Huỳnh Văn Lạc
23667fc76d79d9ab0fdd2d24c7d22cc0	Hội nghị bàn tròn Hà Lan–Indonesia
39c9da1e1b433089d998225a5d5438c2	Arena Națională
289c2d174dcba489e82295fc47aba218	Brian Doherty (journalist)
312632	Sáo
418c6f4fd55da6a752acb2aed792e1c7	Thể loại:Thành lập thập kỷ 1830
529742	1320
151044	Trái phiếu
15894	Cựu Thế giới
58e6e39cb45b0a9fc8eac86eab76fb09	Baptists in the United States
582464	Nguyên Khê
b013a2a00f8cd007717682b737a194b4	Five Hundred Dollars
9747ef742d007a76f7b0e1691a668be1	Meganthropus
531322	611
cf4fc30e423b4d014d6fa6519ec85a15	Bốn mươi Hai Tín điều
1180614	Cộng hòa Nhân dân Trung Quốc
4fbfe50dcba91de4f31acc6f0372192f	Octahedron
65046	Cúm
528898	1739
3666880	Chế độ quân chủ Thái Lan
238005	Danh sách máy bay theo thể loại
1302310	Hajj
793615	Hạ Bạt Thắng
423320	Heinrich IV (đế quốc La Mã Thần thánh)
7355ed8eec327fc0c901c96054577c92	Chiều kim đồng hồ
242561	Arno Allan Penzias
151077	ISO 3166-2:AL
998d395a0ac7bc7e5bcc0e528ca02e19	Thể loại:Sinh thập kỷ 40 TCN
6949	FC Bayern München
1fcb5ce45cfb9f1415618e79aa829d98	Chief Rabbi
5d36cafe6b7920472754041f3909a2af	Chiết trung
6901b981ec4c9bb420dd843bb6d4909a	An Thẩm Kì
994810228ccc6a60b57c8ba7eb088a2c	Arthrodira
6e8b86680e08eae708eac22cc75cc80b	A Welcome to May May
20498	4 tháng 9
128481	Cộng hòa Xã hội chủ nghĩa Xô viết Byelorussia
f67229c9e22d2e0ba47b090401a59d5c	Cao tốc Hà Nội - Hải Phòng
1251971	Quảng Nghĩa
578412	1044
1356553	Gaule
3307243	Avebury
85cdc250d3f48952051c9162bc0468d8	Simon and Schuster
67704	Bắc Trung Bộ
ce0a9f132c1956fbc63de1ce14533365	Argentia, Newfoundland
798187	Joseph I (đế quốc La Mã Thần thánh)
151181	Chiến tranh Cách mạng Mỹ
2235025	Giuse Châu Ngọc Tri
dd77ac41485141f6d398a92ebcca6a3b	Giải Sách Trillium
822824	André Schürrle
1c280557a6dc87ee1be5ccd8ce8d6fae	Lãnh địa Tosa
301083	Franz Joseph I của Áo
b20ec909a140fd18d333aa946b3fa6d5	An Nghĩa công chúa
33181	Chu Dung Cơ
c699af6ba6dfbcc640f272fedc51280d	Chiến dịch phòng tuyến Siegfried
2288502	A Whole New World
e0942cb975f202a14b802f26b519f75e	Colin Todd
ad3dd3dfbcdb3ce502a3d821c3f55348	Asconius Pedianus
523799	1781
3168332	Tư tưởng
0e196bdb12bcd822716468d2807945aa	Andrew Roberts (historian)
2889696	Trận Gia Quất-Gia Lâm
1589364	Eid al-Adha
40de1c37d2f35ee49cf2d243f4a1e3f1	Israeli Sea Corps
530376	1413
3126547	Phạm Văn Đổng
1c9ffc0d8213875cfe9b218ee86bff49	Apollo 10
201eda5774c0ee7dba51e2fb21fbb24f	Đảm đương trách nhiệm
8defc1eb6a7727aa96ef3af9c7d123dc	Chichester
0a04587820dbd059ddcd46d5a20572cf	Chiến tranh Nga-Thổ (1828–1829)
bd36bfe7b33c4fcd4dd9d0d016b9e86c	Franca Rame
54789	Giuseppe Verdi
78949	Asiana Airlines
3349597	2136
915f5fef458a99ee63aa87fec812e312	Thể loại:Phá hủy thập kỷ 100 TCN
1279627	Thập niên 910
3372196	363 (số)
be296eab402ae49b33dfe32a1be77422	Chiến tranh Aetolia
528888	1729
810234	Burton Richter
d21fae9744adf8068e33a8e3bc7c89d1	Dansranbilegiin Dogsom
c68d8774916e80f877d0b95f0a38636e	Stockholm urban area
20598	24 tháng 10
865870	Bản lề
528893	1734
b53e5a94c98d6938536f79c105079341	Lưu Văn Tính
3259535	Masjid al-Haram
87b54be00bd0c7b416ca04af5f0d0323	Jacob Burckhardt
20427	28 tháng 7
bb650aa6232167b61f1a70dac0344a1f	Boson II của Châtellerault
142586c57b3d804fa93e927e19a5499b	ATP Stratton Mountain
498834	Biện chứng
d2585caa36f8a6c1de370451463334d5	Hài thanh
48256	99 (số)
541367	32 TCN
151448	Giá cả
da232bcb99b643200d61d089c5fa29b8	Hiệp hội Mặt Trời
f5446a9f57376a4ebecd8ecb2dd2b45c	Cận cực
2413611	Giải Pulitzer cho tác phẩm Tiểu sử và Tự truyện
109198	.sg
369632	Ernesto Teodoro Moneta
763abd8c65dad6f703e24b8fe27342d4	Chobanid
872470bdc4818af132efdafa85e74d9e	Books of Chronicles
3351436	2086
96935	Danh sách sao sáng nhất
c1b9a2962691ecf9461f7182c15f0443	Thể loại:Phá hủy thập kỷ 1790
1736918	Bà-la-môn tại Việt Nam
3693711	Lịch sử Na Uy
3158455	Bradford City A.F.C.
3581275	Algarve
25a917f6dcf4ae647bc6775b6121280c	Phát âm tên tiểu hành tinh
198055	An-2
20206	10 tháng 3
63329	Hà Nam (Trung Quốc)
515e3773c3db9ea1400e2f7e198d6bba	Hội đồng Pisa
94bdbdc2ba04d121ffe4aed4b2841620	Ben The Luggage Boy
84517	Doha
3394523	Hydrogen cyanide
8b2c5fc64a599d39024a8783f18765da	1896 Democratic National Convention
c97e663238ff7aea709c26f656214e73	Liber Abaci
7fe6486eaea9df53306a726b6c5ddbe5	Arthur Bourchier
a825221f54c12e704bbc9ddde88d4b3b	Bầu cử tại Hoa Kỳ
22cc51375ef7dff995021502e8c9cfc8	Bức xạ đơn sắc
151863	Việt Nam
2c446f4aef640549cc1d4fa400921d33	Hilāl (thuật ngữ Ả Rập)
1279600	Thập niên 630
776142	Chính khách
260338	Cá da phiến
1b8b79842327fe3b3ea4d28613586b1f	Poppea
3703997	Tên gọi Việt Nam
3359786	2098
285392	Lịch Armenia
892b02b788a3f00286ab5355c4ca9e13	Trường luật Litchfield
36200	Cầu Hàm Rồng
8b99a6f004eb703540adca737ef71689	Kirti N. Chaudhuri
529333	1673
18333	Từ Hán-Việt
541395	41 TCN
370084	Chu Thành vương
258699	Alitalia Express
13f3aa32eb2aa273f6e86d58dff15017	Bộ Tham mưu Lực lượng Vũ trang Liên bang Nga
203d19cc2874ab4e637d23e9be3a6d78	Chủ tịch Cao ủy
db42e109d1202fd638aabfecd7c964a8	Kronor
e08cc16d05ab908aa3b9ceb8a03966a6	George McTurnan Kahin
57358	Hùng Vương
d6ef725d0cc31678279fba1b70f63ad6	Molkom
3435014	101955 Bennu
20144	10 tháng 2
320761	Baptist
3707259	Danh sách các phu nhân Thái
112789	Chùa Bà Đá
13a8587a6c9ee460712b8be83637affb	Chủ nghĩa cộng sản châu Âu
0acc9c29b1cedbd838ee8c10f7642467	Axum
450578	Giáo hoàng Biển Đức IX
574983	Dự báo thời tiết
9833b1f32c5629dd97218e6ad3cad36b	Babrak Karmal
405319	Hội Tam Điểm
5cf2f0566532de4eded937baaf70860e	Chiến dịch Giant Lance
409371	Chai cháy (vũ khí)
34fa1db1571f4f143cd6024a559292be	Bernardo Tolomei
6220	Cao Đài
6075	Bộ Ăn thịt
6872d9a29ba35aca8725cdb34c398c6b	Ferney
1645452	Brian Mulroney
105967	Hán Huệ Đế
1277	Tiếng Nga
484140	Ngô Từ
cd8b85895cea5903b6501a0b62da32ba	Nữ hoàng Vương quốc Hà Lan
250093	Ahmed I
2339679	Quyền tự do
408421	Starnberg
672a8c2386b13e8e340ee5049d995fe5	1960 Summer Olympics
1e871b88d0981bc205c46543350fd47b	Basso continuo
806640	Gebze
24305	Marco Polo
6c1e03455e61b90c791d1064a4680235	Không gian Ơclít
33743	Hungary
3524118	Chủ nghĩa tiến bộ
d56614cb9df6b63d68b1427f7f26127f	Cato Già
1409200	Avro Anson
83608	Lê Nhân Tông
2301040	Lưu Tuấn
3277818	Antonio Pigafetta
238421	Bạch Ngân (quận)
931868	.中國
117156	Ninh Hạ
64bf93aececca6f7baeb4f31dfe68d7a	Jean-Jacques Lefranc
a97e88b9e977070b6c5df0490e8f8d56	Burial
797000	Bửu Long
819591	Cầu nguyện
151802	Cột đồng Mã Viện
525931	Bari (thành phố)
4fc8222729ae8c6b24b562b89339c427	Tenroku
69a72fdcca6ad81a52d8c30f176606e7	2006 WTA Tour
530436	1460
27342	Quý Mão
30c6a006e13ac9979fc338e168d4da7c	Hapoel Petach Tikva
229bf9e987a417c0afcdbdcd751eadd9	Berlin-Mitte
94d7719fedb75ec389c2166bd2191c9a	Dương Nghị
88d5489e0dc4ad4556349fb0908b1ac8	Jonathan Edwards (thần học)
2463966	Bồ câu nhà
f5b8cc7dd2df4cb1bfc2eb47141ccb32	Danh sách Thủ tướng Đức
7603351	Chu Dĩ Hải
95ef37a8ccf8899c75dd739ccc92dd24	Chiến tranh Nga-Thổ Nhĩ Kỳ (1828–1829)
206111	Cửu Lý
313707	Bologna
3970	Phú Thọ
3209631	Henri Dunant
531914	447
20540	24 tháng 9
48293	Chủ nghĩa xã hội
258284	Aegean Airlines
d537773fbe137418a1bca3f613263dd6	Walter Kaufmann (nhà triết học)
c73205b25e2ac620778b8b2c0fdb5f76	Arakhchin
3a75aa0236cc70e9267e131c2a8c840b	Louis mù
63011	Ang Thong (tỉnh)
2457690	ALH84001
5578	Động đất
59e97232ac808da07b358c2856783186	Georg Mohr
3866	Au
05e73fd50afb304d1c18f7f2cfff309e	Cục An ninh Quốc gia
f424f319ba0595ccd87476fd1482071d	House of Orange-Nassau
12099394	Emerson Palmieri
3276964	Đại học New York
60958347bd865ebf0b5155561dc90984	August Leopold Crelle
dd2e20a74d21c70c2ea1744f5f06a99c	Ferdinand Hodler
83574	Châu Mỹ
c280195e44d78284e126d4823b28d80b	Dương lịch Thái
580956	Bang của Hoa Kỳ
e6448c35d5de5a21ebccb303fee60bdf	Cánh đồng Roosevelt
1589516	Binh biến Trần Kiều
fc4554271e3b40b8d23238c68eff2d52	Vương Kiều
1314814	Clodius Albinus
189490	Hộ (huyện)
3192728	Hannah Arendt
9d0333f9a9375cf30adbaae0c0756721	Haus Publishing
3795824	Cộng đồng Năng lượng Nguyên tử châu Âu
bfa5690e74dffe506cc4039fa0e8be40	Bastarn
