109567	Gothic
11d55dff0737b25fb16f6df4da346f5b	Giấy cói (định hướng)
1509990	Kigoma
530399	1432
137384	Cấm Khê
27345	Bính Ngọ
43659a4a2f5e9c009fe370666ce98556	Hans Spemann
85077	Nguyễn Thiện Thuật
6192795b495bf267440ca8116c758f39	Timing of Sahabah becoming Muslims
f439d2a587af7d6fed2fffacc3307dd2	Victoria and Albert Museum
9260f8b33328ad42517d5c170b326714	Cá mún
513093	Khu bảo tồn thiên nhiên Pù Luông
96bdfe40aa0e7565d5b9b6b4e4159faf	Iranian calendars
49424	45 (số)
541127	28 TCN
5cfb4990a835a3866f5f51165740073d	52nd Street (album)
106592	.pe
819673	Christian Dior S.A.
8145ef28c01259d2ff8f3158491dc14c	Thể loại:Thành lập thập kỷ 690
1677528	Vương Diên Hy
819981	Hackensack, New Jersey
530282	1001
9ecaef40ae994f81b7847ed2dd79b48d	Chủ nghĩa địa phương
0754926c5d0b27b11f12d9ba7ef48593	Samuel Chase
78869	Cachiusa (vũ khí)
44521	Tiếng Bắc Âu cổ
575552	Atlantic City, New Jersey
530501	1491
530426	1452
235080	Sông Rạng
3671985	Isabella II của Tây Ban Nha
1287	Chiến tranh Đông Dương
2419013	Cù lao Thới Sơn
28588	.ai
806179	Bursa
1353	Toán học
530496	1486
20326	10 tháng 6
61819	Khúc Thừa Mỹ
256383	Osman III
20290	21 tháng 5
69913	Khế ước xã hội
15539cec7e148136349d081d734395a3	Arkansas River
476443e53c084da6921a9e0876fcd4ee	Louis Valois, Công tước của Orléans
7814799715842679caaa5b29afaf8287	Air Cooled Motors
531889	472
1751648	Bắc Borneo
530873	875
4de14b1d9b14e8e270903ee426df41b3	Thập niên 1040 TCN
6886	Thiên Sơn
30731	Entente
fd16d8e473b517ca649f5b9d9ae6f150	Lô Diên Xương
541500	90 TCN
531902	459
8107afed33e602794907e54aaf4a5a22	Georg Steller
0d703fba4c2928bbd24ffbfd16681f8c	Chiêu cảm
541533	117 TCN
3349643	2114
531342	601
065cdad5474eaa3df5c7c3f34c7e6026	750 TCN
4068	Bắc Trung Bộ (Việt Nam)
3241477	Bão Sơn Tinh
115828	Benjamin Harrison
27107	Trần Quang Khải
99440	Cơ quan lập pháp
20517	13 tháng 9
330297	Allah
a1b5f142fc52251fc6d1d0387c4ba4f1	Eliezer Shkedi
808257	Cheonan
4116219d543f44f4ac9834dbdb36b568	Giống ngữ pháp
4cb251fe0623ea3f8fd216744c913bb2	Nguyễn Nhân Liễn
799655	Giày
439796	Francis Peyton Rous
3695447	Quốc kỳ Bénin
553128	Versace
5ca6da42e8f700b374139024d87825ca	Bubibu
206938	Mysore
1277135	Henry VII của Anh
2413655	Minorca
421885	Alfred G. Gilman
1dd8fe1e28bb1f61efcc8c4aa9f35b81	Nicholas I, Công tước của Lorraine
530133	1107
dea8f14f795c49c2ff0bd9fe45b1faca	Assuwa
7625	Bò banteng
d162f5833abace157c0b924db0354c85	Business Week
1378	Hóa hữu cơ
3394523	Hydrogen cyanide
3188276	Ngô Đình Lệ Quyên
141247	Miếu hiệu
548e6b15bc30759098ad1355d54bfa9a	Jane Pierce
31483	.bf
db4f85a8a87083370904a2db8ebc6a7c	Barry Goldwater
25850	Nguyễn Tường Tam
2450257	Chùa Hội Sơn
530583	958
1235975	Dương Tú Thanh
530725	956
2354071	Luis Federico Leloir
103109	Cơm cháy Ninh Bình
1445679	Thể loại:Mất thập kỷ 780
0c5b62eb60d3a31a22fef707e0825593	Portus
27332	Quý Tỵ
d99007612d3504584a8ce0bdd98fea65	Centurion engine
262696	Giấy cói
1437374	Aktobe (tỉnh)
6ecea4503951080e1651a033a5694a8a	Đại học Seonam
2ae802871b01d12cba7cf5145c2ca7cf	Bibliotheca Alexandrina
146851	Thời đại Viking
43732	Amur
02135e5229a6f3fd3abe83f37e268118	Cao Hán Quân
ad803530f280418c234c75f26f3ffb92	Quỹ Nobel
04336f03f1aff8cc2a3d515645653130	Các giọng tiếng Anh
246731	Chiến tranh tôn giáo Pháp
5e404c81fdb18053ff4564865896aedc	Thời kỳ Diên Đức
540861	101
2749f636f3d39918a7cc6e9af71ca61b	American Community Survey
895	23 tháng 3
994810228ccc6a60b57c8ba7eb088a2c	Arthrodira
1279579	Thập niên 430
410836	Borussia Mönchengladbach
782591	Cao độ
529603	1525
30879	Đại giáo đoàn
33181	Chu Dung Cơ
0e196bdb12bcd822716468d2807945aa	Andrew Roberts (historian)
541360	Baltic
32119	Ralph Waldo Emerson
2bf76782270b993011c27b380e168b5a	Chiến tranh Sa-chiến
20663	6 tháng 12
541528	113 TCN
bf854ac27bef234dd149b117ae491584	Nhà từ thiện
b667ebbc658f843054fcae17bbab56ae	Thế kỷ 2 TCN2
95777	Kinh Nam
20452	9 tháng 8
531208	732
0fbc287fd6613b7629c1585a0c7f2af9	Hội đồng Đô đốc Anh
142645	Hệ tọa độ địa lý
233680	Kondō Isami
530684	934
767dee17d5cdebfb1a563305f02a1644	Berbérati
b702857f03481e2706b65410351388fd	Ubolratana Narinag
85328	Khoa bảng Việt Nam
53670	Thể loại:Mất thập kỷ 1260
c74d7579ae7510fe612b432809d77cfa	-stan
528883	1728
530000	1218
143456	Khối Đông Âu
5787	André-Marie Ampère
2430972	Peter Simon Pallas
1519946	Alexander Kielland
20523	16 tháng 9
aa5931d913d97d7af58453a1cef78cd3	Hoàng Văn Quý
813808	Belford Roxo
60e202b844fa75d4ac8da74282f98a90	Kouchner
2288558	Hoàn Sở (Tây Sở)
308016	Aleksandr Vassilievich Samsonov
1087650	Lê Hoan
6c5ada48a8bbbb7551e53961872d9b29	Collège Saint Marc, Alexandria
107888	1917
a4dac542dae78dd7b9d1e2df131c4047	Bệnh pellagra
41722	Nguyễn Phúc Đảm
6287f8304f39cb81e3c727ebe1e596bb	Ten'en
530394	1427
231584	August Krogh
69914	Anne Frank
647598	Hoàng Hà (định hướng)
20544	26 tháng 9
5e7a118fb4d031421f3fad82066e692f	Chiêu Tăng
a2f253456c464e36229c21950e590e00	Conrad IV
11244	Thừa Thiên - Huế
173345	Du Lâm
74d18cf1aebb1ac4c58fdcc6edaddc03	Mieczysław Voit
69d93b70cdded6fc9a7c089f4f84f9c9	Thể loại:Kiến trúc thập kỷ 1510
525854	Cicero
2260199	Wilhelm Ostwald
23824	Quốc tế ca
ace0a6e80bf6d7d994c5993c5e53a6f9	Big Sur
62946	Apartheid
45051	Hiệp sĩ
327507	.bl
81075	Năm tài chính
7dc340876c47dd015d29173b18a581d5	Bảng Guernsey
0890adbfb4aa0f368d799812d9318776	Huyền sử
3151505	Gitanjali
49329	Thế kỷ 14
6404	Danh sách người đoạt giải Nobel Vật lý
799725	Bokmål
263716	1877
541562	129 TCN
1445769	Thể loại:Sinh thập kỷ 820
150373	Truyện ngắn
5969	Hổ
184295	Phù Tuy
761836	Phổ
529198	1558
201754	1771
b44a2986c0378d2248c6d5f6d790d6af	Mũi Frederick Hendrick
107822	1914
20646	28 tháng 11
529376	1695
3751	Công nguyên
e7963886ef39cd212982c2f549455e2a	Emre Mor
53687	Thể loại:Sinh thập kỷ 1350
541523	108 TCN
46881	Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khoá VII
553137	Bryansk
371661	Adolphe Sax
03aa9486e9caf38357b3c2e8145a44a9	List of islands by population
105115	Bê tông cốt thép
d2124287a01fce39a83b3a22811b5519	Douglas D. Osheroff
528866	1721
dd641bd9d46ea748ca819d51e13619d8	Tuyên Hiến hoàng hậu
63348	Tên hiệu
aac63c4a605a9a342a41e64c65343d10	Chiến dịch Arc Light
dcb9d01c6805c683b54b01937f82daf4	Bury F.C.
85993	Thái học sinh
527227	Thể loại:Mất thập kỷ 120 TCN
32212	Nelson Mandela
3404631	Chondrit
570853	Liên bang Bắc Đức
41195	Barca
68022f6bdec27cb1ced5e7ac825c17ca	Belgrade Mới
2457013	Nam Trung Bộ Việt Nam
530065	1161
2016371	Anh hùng du kích
2260074	Hermann Emil Fischer
2128	Lịch sử Việt Nam
2451316	Từ thiện
eaa670d700662af2eb21459fc17a8c9c	Chủ nghĩa Guevara
53180	Bertrand Russell
08a784933a2bd8489620a4f39c614679	'Ndrangheta
531794	532
3186015	Giờ phối hợp quốc tế
89737	Cung Thủ (chòm sao)
2872	Ma trận (toán học)
1764044	Công ty giải trí
64666	Hà Huy Giáp
af2e0b29e9356c40b148f4ddacd2cd92	Western Airlines
9fc9afb299914537b42ff69a8ec3a0b7	Bán Cộng hòa
0f036453071ed4da3d63686efd72414b	Harmony Society
564926	Padang, Indonesia
15723	Tenzin Gyatso
530011	1192
405288	Genève (bang)
137771	Lãnh thổ Ấn Độ Dương thuộc Anh
47928	Tôn Sĩ Nghị
540934	54
1279635	Thập niên 990
1747291	John Duns Scotus
13921	Chiến tranh thế giới thứ nhất
523782	Cuộc xâm lược Nam Tư
107895	1924
3349403	2033
531808	545
541057	645
b8ccfbb1b9a45c07b996d607cd70d5b3	Năm thường bắt đầu vào thứ Ba
3695393	Chişinău
f2b44058f4a3643d56b7b9fd6ac83140	Rayy
1e95ae19eb9083f50506162d20a4ca89	Văn hóa Na Uy
810542	George Paget Thomson
a12fd6bc9c72bc929e582959aede48cd	Nguyễn Thị Điều
541512	98 TCN
3140895	Arthur Miller
4543	ASEAN
57d0ca3b6a13b19608b09eeb7d609c7d	Fort Ticonderoga
301215	Abbasid
20563	5 tháng 10
507581	Nguyễn Khắc Thuần
42543	Airbus A400M
20454	10 tháng 8
15d94f8cbc97e978182432dc55bab4db	Henry Cabot Lodge
7784b1843a96f272a62d44a6175ce9c9	Chiến thuật du kích
151404	Albert Sidney Johnston
1094529	Barry Gibb
3120942	Cung điện Blenheim
1463032	Hữu Thỉnh
e95dd8059f535aeba864b65202f1627e	Arizona March Song
53663	Thể loại:Sinh thập kỷ 1230
1740283	Blériot XI
151307	Lộc Bình
824729	Johannes Diderik van der Waals
392194	1849
66948	Cao Sĩ Kiêm
543604	Chiến tranh Liban 2006
529990	1209
11495463	Hoàng gia Nhật Bản
575539	Quận Hudson, New Jersey
1bcc01830219f9572c259d3607bf3847	Kỹ thuật Điện
20386	8 tháng 7
fc42004f38c6e800198d88279ca3008c	Charles, Hồng y của Lorraine
63474	1989
793311	Giulio Natta
530363	1404
184300	Đại Tân, Sùng Tả
778115	Aime
48120	100 (số)
c515a8514b3e46e71a0bb896d5632c4b	Vua của Anh
418434	Daniel Nathans
891	20 tháng 3
20720	30 tháng 12
1221063	Phạm Văn Trị
d5bf04a8a8ce58a58e6bbe1c58380e00	Sách Barúc
962dd92f621787fc96acf1c5bb07ec65	Cordite
21950	PubMed
529332	1672
1943102704f8f8f3302c2b730728e023	2138
37568	Cộng hòa Dân chủ Congo
bf5c32d3992723d1ef065d3b4bde07a6	Hidesaburō Ueno
578434	1606
120260	Henryk Sienkiewicz
96822	Chiến dịch Attleboro
d3b3cebe3c2b12e9a3634b9fa3d016d2	Khả nghịch
531209	731
2440844	Giáo dục khoa cử thời Tây Sơn
c6c7dd3c8f8b42dd436a3c0aeb84d842	John Frederic Daniell
4fb5a77ba5eb79e9174178397910645f	Thể loại:Thành lập thập kỷ 1800
27329	Canh Dần
95b3ce13faf4c4436ef38eaedfb13f7d	Thể loại:Phá hủy thập kỷ 1050
546b19d16ec3ad55aa87a51b25444775	Aenor de Châtellerault
7505540	Bão gió châu Âu
151287	Hữu Lũng
e9d630582d104f90eb83f48568d6ac32	Chiến tranh cách mạng Mỹ
530668	924
993	Máy tính
417e71ed260c4126030726cb28b0c5d4	Andrew Jackson (định hướng)
47640	Jimmy Carter
530704	Phúc Khang An
a786cfd1a59e0f1d0e4878632cb61b6d	Alphonso II của Napoli
2421074	Tōkyō
7719	Dòng điện
4172	Vĩnh Phúc
e98d5b09aee92ec4bffc30fde0bf45c7	Bartholomeus Anglicus
41e5d2c6b3299ae1ac9587ed01d3f29f	Bratislava II
0d5d4cdcaa1b44375cc2efaa704d6838	John Ulric Nef (nhà hóa học)
8e5d1067f54e201bb11a945747ac186c	Butlerov (miệng núi lửa)
371653	Ath
532219	380
e75bdd2ca77158adb59d630da7893f90	Alutiiq
134265	Cộng hòa Xã hội chủ nghĩa Xô viết Ukraina
cbb9ef26900b1aad185176b329de4ed6	Tổng giáo phận Cap-Haïtien
05c8ec4ff3319471fce7093c7fd8b9fe	Danh sách vệ tinh của tiểu hành tinh
26829	Chèo
3670905	Minamoto no Sanetomo
6e511b315655f2463ed1901d8824d98b	Anna Lindh
529236	1624
2423650	The Magic Flute
3672933	Bảng chữ cái Armenia
7ad8095134d522f79d9c69c624bc0b30	Bảo Khánh
529358	1689
33b7dd10fe74906df759a4403a4d9c60	Số Pisot-Vijayaraghavan
81	Campuchia
78edeacc764c1633a9c0a802e6ff64c7	Albert Namatjira
1407408	Chia cắt Việt Nam
3180132	Nhiếp chính Giáo hội Công giáo Rôma
3298406	Apicomplexa
b52d88a8b45062d2c8056a01cf861ef1	Aqua Alsietina
3389208	George III của Anh
132265	Chủ tịch Trung Quốc
530698	949
3349600	2079
d7bb4026e876bf85842e32c31b221514	Eastern European Time
c9e314c5efaefcef2e9e7ada055c96b8	Frontiersman
107896	1926
40729a4c15a86b7fe553940f39d9f537	Tam viện
3677356	Chế độ nô lệ
7323361a542e2e07835afcc1105e2faf	Cotiso
e4616591e65c5ac88fd3f0b863c725e4	Khách sạn Sacher
6172c918406274aa8d0cf8736ce3b34f	Liên khu 4
800857	Hans Bethe
22295	Cát kết
10086	Lê Đức Thọ
24bded49362a891e3a844c975890ad8c	Armstrong Siddeley Jaguar
53775	Thể loại:Sinh thập kỷ 1780
1293	Liên bang Đông Dương
2393028	Các nước Bắc Âu
55402	Gia Định
28605	.az
60ba7bb239e3298bf4ae6f9a851b6ddc	Antero de Quental
fb72781db51a125703d4e41a3303630b	Bernard Katz
453108	Danh sách các quốc gia và vùng lãnh thổ châu Đại Dương
87b4bbb626d1d76b6b030a25ca3e12af	Bosniak
530093	1136
46c45e8f670e0d3b4ff907bcc8145bc7	Mike Godwin
369891	Ruhollah Khomeini
306653	Castel Maggiore
131067	Liên bang Micronesia
530826	853
13705	Chòm sao
793062	Siena
4bca170e3b90e08f1524bac08b571723	George Santayana
304713	ACF Fiorentina
255468	Abu Bakar
64293	1970
530450	1473
1e3e8cad74ee8769a8c9a4233cc35bdc	Hiệp hội Hồi giáo Bắc Mỹ
6ec15659c3cc1c4e3199461a009aad36	Nữ công học Hội
23395	Lịch Julius đón trước
785729	Phùng Quốc Chương
819121	Dacia
283033	Ainay-le-Château
9613832	Craig Mello
127986	Bermuda
3670923	Ashikaga Yoshimasa
1279584	Thập niên 480
529e634eb2a1ea36a5765c9722976d31	Eugene Gladstone O'Neill
541128	29 TCN
2272289	Giải thưởng lớn cho tiểu thuyết của Viện hàn lâm Pháp
541431	Thập niên 1860
20123	1 tháng 2
4744017a7107d2b5e203c223c8be8612	Fanshawe (truyện)
20526	17 tháng 9
f1f0092deee614d21b60ad192f5f0efa	Dervish state
1111d0ea5bbbccd1d9ed717a506a9b7c	Edward Arthur Milne
1c0159c055956280950cb7842bc5d362	Công nghiệp điện ảnh
1242103	Ái Tử
3660779	Sri Sulalai
04cf25fcb75a48de194d35ba9d925bd5	Danh sách khoáng của tiểu bang Hoa Kỳ
d89f7913da224ddb2e72c4bc29414047	Người Valencia
94105	Đại học Oxford
529649	1326
3201932	Danh sách giải thưởng và đề cử của U2
107813	1905
3180344	Hồng y Nhiếp chính
450813	George Wells Beadle
278dcb1ce1e5f9c404c808b1934a6c4c	Government of New Jersey
7b6bcc6846333f47c8f1bbebb6e92e33	Engi (era)
815227	Thủ khoa Đại Việt
2413813	Billy Preston
9e851d31aa4b231d3b4b4733c3609bbe	Divizia A 1997-98
60619	Men tim
1b52cebe8d89711decf93aca655fbc43	Maratha Empire
0a87257e5308197df43230edf4ad1dae	2190
528956	1795
529870	1220
08afb92d3a5a335488e4255de77f6ca2	Anthena
111748	Time (tạp chí)
8685	México
dca5fa09c9e04338345fadcd4edcfd77	Buchs, Aargau
94841	Gia Lâm
edbaa9dcb12dbfb8157c92180f1dead0	Twice-Told Tales
184745	Guglielmo Marconi
63cf24facda7693b15df1db04d131834	ForMemRS
802818	East Sussex
531265	699
530001	1219
97348	Danh sách lãnh thổ phụ thuộc
120117	James Buchanan
3191775	Bảo tàng Louvre
1764896	Lưu Ẩn
20095	18 tháng 1
2451913	Tiếng Syriac
048664773f72322d06bf23ac26e34c95	Danyon Drake
45969	Bhumibol Adulyadej
ffd05bfe2c14728731ba101b8ba55ae0	American Idols LIVE! Tour 2003
d4172a752d68eea620cdd918b1078bff	Dariusz Jemielniak
63064e5359e6c4018d4dd4f0a120cec8	Dornod
37d0bffd5fe5b42a9f753a8bf0257447	Cảnh Huy
794163	Bào Siêu
7cbd1ad1f165ca13641d1927bd987bf8	Chiến tranh Độc lập Ireland
120855	Saul Bellow
520e181af03bfa7693676d844c54c11b	Beatrice Cenci
109783	Dương Châu
392210	1854
9360298b9df65ace2300b2daf02982a9	Karleigh Osborne
116564	George Bernard Shaw
104479	Delhi
540519	303
529180	1546
3507106	Tiểu bang New York
8f76a80ff582d75abff4d5eddfedd6b4	Cuộc tấn công Berlin (1757)
578302	Thập niên 1750
531882	479
46843	Đại học Harvard
9fbd3279bc6ecee763b373d2e5a6d443	Vayu-Vata
c4649e7cfa6efcff10fad832cc06aaaf	Bắc Âu cổ miền đông
94076	Nghĩa trang Montmartre
4468	19 tháng 4
0d62537627c1ebf1cb51af28e8c2f3ed	Abu Mansur Daqiqi
5d0a6782bf48696c26b4948f709964e4	Beethoven Carlisle
10714	Hàm lượng giác
296cbaa1d9959f47906b9c6ef8e1af67	Asios Hyrtakides
ece1cf894d7f7e1c4c8a1885dfd54c3d	Thể loại:Thành lập thập kỷ 1790
3335717	Louis Alexandre Berthier
a8957a71587ae39cf497601f5342c8d4	ATP Ostrava
2443907	Lưu Hu
530412	1444
570850	Chiến tranh Falkland
578327	Thập niên 1560
32798	Elizabeth II
baba9dbde08224cee84df04bf6fce09c	Thuộc địa tự trị
69cd42cf0c872939592c4d5c20534c8a	Danh sách năm
c6fd0144c3d65e512751c5b217aee361	Ascraeus Mons
a39b78d81adc6e5473b0973cc62732c5	Gabriela Beňačková-Čápová
529579	1579
541053	641
530314	1030
16238	Giải Nobel Văn học
531211	729
2707	Thu phân
aa8ccb5ea802d7a865c5e8859a036c48	American Idol Rewind
58703f58e24458c38590dc38ac6d879c	Bruno Di Leo
740fed34e257edccba230671981fc25a	Estelle Fornier
7ddd2102d5c453a00ad31004cb5a299a	Foggy Bottom
2433753	Bắc Từ Liêm
96935	Danh sách sao sáng nhất
7769695	Chôn cất
62a0f1806fac42ea19d83f7a3784cdff	Bodleian Library
1279607	Thập niên 710
251113	Cổ Điền
31091eda980d9714562b1ffab384a994	Giờ ban ngày phía đông
20494	3 tháng 9
437122	André Frédéric Cournand
477465	Novara
530172	Thể loại:Mất thập kỷ 170 TCN
64415b6eac66c30ba652551ef786e770	Favin Lévêque
9373f8b2f4f0ae28df3a1d00ff9ec152	Năm thường bắt đầu vào thứ Bảy
3150559	André Breton
1279646	Thập niên 30 TCN
60893	Arthur Conan Doyle
3433864	Tiêu chuẩn
7f6c655bac62cafc624827a6da90dcdf	Cuồng triều
1fdf849520e2b8a2003e96118ea15483	Nguyễn Hữu Khâm
20301	27 tháng 5
41710	Hậu Lê
418805	Ahmad Shah Durrani
a87c503f13c40a263a3cda8f0bfe1548	Alawism
941626e1b5d86813019b698993526f41	Bạch Thái Bưởi (phố Hà Đông, Hà Nội)
22ad14136de2e7fb3035fe4146116615	Arroyo del Infierno
454e829eb520d5a1a625261558bb4859	Danh sách sân bay quân sự
805960	Bridgeport, Connecticut
253047	Abaeté Linhas Aéreas
8db25f579593d48b9818d91f8f6f9040	1985 Supercopa de España
85589	Thi Hội
3fd23f995c87211cbd10800b45ede265	Chủ nghĩa Castro
2764	Khánh Hòa
529978	1310
107946	1962
8013d5bc1baa877fdf0c0322f7ac1d7a	Cambridge University
20481	26 tháng 8
bead943a3a736747352e9a0851db740f	Bernhard Rust
1b606ace77604ffc4847a40c4ace4ccf	Abū Rayhān al-Bīrūnī
529239	1627
51478	Không quân Nhân dân Việt Nam
8fb729b3e12770a5de0360280a510778	John VII Palaiologos
119275	Claude Simon
3673789	Leon Czolgosz
2273284	Soompi
3281817	Hecate
436746	Selman Waksman
2e4b2c4ba0d4bfa06a71fdcfea41222e	Bông thuốc súng
68cedce65b759a17a945d28775714bd5	Rachele Mussolini
4b6da65d33f0a2a5625cb1a6ebbe481a	HM Bark Endeavour
3311734	Home and Away
200144	Phu nhân Montessu
6917dc062129175fdd7088014e092cc0	2003 Peace Cup
3243030	Quảng Châu
107933	1949
1251963	Quang Minh, Kiến Xương
86b883bdcbff51e851c6e19e4b215bd0	Di sản của Na Uy
110406	George VI của Anh
457c5e071b341f2a75b854fa831c5b71	The Quick and Easy Way to Effective Speaking
71ab99302afc20900db39863c6ac1e05	Bom hạt nhân MK12
531906	455
387135	Antiochos IV Epiphanes
53781	Thể loại:Mất thập kỷ 1800
448539	Bozel
9e0275423cc525a0aba105a7ce3f6af2	Chiến dịch Barrel Roll
528930	1764
53652	Thể loại:Sinh thập kỷ 1180
3673251	Khánh Hưng
578436	1608
529601	1566
44400	Sanskrit
3338369	Al-Sham
65850	Chicago (định hướng)
70062	Chữ số Trung Quốc
255624	Friedrich Wilhelm I xứ Brandenburg
20382	6 tháng 7
968	11 tháng 4
36688	Iran
7dc1c7653ac42a05642a667959c12239	2144
18604	Mùa hè
66513	James Cook
b23d8bc824cce7a45d72c4f122bae36d	Federal Reserve
1cf29bf57a052a1c3a206604dcc93b68	Frankfurt Stock Exchange
578400	Thập niên 1030
541510	97 TCN
3638606	Hubert Humphrey
529015	Nụ hôn (Gustav Klimt)
c82f0b9a9590cb39f62732d7ad0f9335	Teodolfo Mertel
246752	BlackBerry Limited
d7a2ca50d32778fa5de7e1c21b517795	Bò cạp trong biểu tượng văn hóa
b180257131e119f3dcb60bd6d820bd8e	Muttenz
f92b22d52c019d6da95e49237fd107d6	Hàn Toàn Hối
3683322	Hình tượng Cá mập trong văn hóa
102820	Copenhagen
8a39064bbf3395b3645fd3cb047f192f	Thời kỳ Văn Chính
57b769bdb45434f6459d586b6c41737f	Strictly Business (phim 1962)
504190	Bochum
489866	Nguyễn Siêu
530297	1013
2462916	Chiến dịch Tiền Sơn
107945	1961
523785	1799
9a81005c477309191c962d7a2395f47b	Antoniades
125668	Hội thề Lũng Nhai
14007	1945
87980	Serbia
1907cf60c1b6b215be72c55e4d771910	Alanson B. Houghton
6dc9b1ae571de486474baa90c72a00bc	Francesco Hayez
0341732320336b4dcd7d6c4cd21c39a9	Thể loại:Phá hủy thập kỷ 710
288436	An Nam chí lược
33792	Bắc thuộc
457948	Thế kỷ 1 TCN
0541887812f592a1797b44f8a0aa373d	Vũ Tự Lân
dcb3ee1c4ae0eea325ad8c30e97aa637	James South
20552	30 tháng 9
a0f0e00782773907eac4e6841d4298f8	Tiếng Latinh cổ
09d9964a6fffef0f37bb6613ea2592b5	Thể loại:Phá hủy thập kỷ 1660
5bc50c6b2b33697755fdee76299a569f	Victor Villiger
3501	Tháng mười một
aaa45dcc386b1d5fad88a154b19ad31c	23 khu vực đặc biệt
e9011539c18b641b8a07fba3cebf6b43	Dương Quang Hướng
bcec480beea989f8711800932595732c	Benjamin Lundy
a553efcf0b15bf76ce10ce24e0a4d282	Auguste Louis Charles La Garde-Chambonas
825f297757bef19a972d2f75b8d8ea31	Franc CFA
529588	1570
e6a05801f955f5e8262e8f667729125d	Banat, Bačka và Baranja
74580	Cluny
e9bafab143383ba6d5fc4d2b49948e88	Chiềng
529598	1569
530127	1127
3363564	Nùng Tông Đản
05a2b234b53e54d909e46f3d14d9f024	Francesco Zabarella
530086	1130
785955	Chiến tranh Crete
c693d5c4a09f75693d2fabab4a5cb407	Francis II, Hoàng đế La Mã Thần thánh
e772da1bcbdfd9e97737e7d1b68e26d1	Bùi Thị Thanh
1279597	Thập niên 600
530459	1480
8e95a9d4a353d14b865827e1da965bca	Huân chương Nghệ thuật và Văn chương
530982	1382
82e4c52713e9185d08a77425cdb10af5	Người Mỹ bị bỏ rơi
578324	Thập niên 1580
18298	Nguyên thủ quốc gia
346189	Công ty Đông Ấn Hà Lan
234216	Lê Duy Khiêm
3389417	Dân quyền
44da0c68ba9bb6de30eb3c8589dddd12	Phong tục Na Uy
3972	An Giang
621a06260579c513d838b3fe1db08e84	Creatinine kinase
58093	Chiến tranh vệ quốc vĩ đại
81435	Vịnh Xuân quyền
801661	Agesilaus II
415882	Australopithecus
0c3ea29c35c0d7982e97d42507d4bfe5	Dương Vũ Đình
114218	Hội nghị Hiệp thương Nhân dân
103171	Augustus
3281807	Baek Hyun
510183	Hoàng Tùng
4906	2 tháng 4
258fa789a6cd70de669e7db9149370b5	Heinrich Wieland
697e29cca9e23b0532b9cdb3a5d23b12	Air Algerie
5e47e39c5290510d1d716688c9119b40	Assassination of William McKinley
531755	503
530984	1384
187205	Huỳnh Mẫn Đạt
