7c9440e10716d369554c9e59f2f76479	Språkrådet
1aa1334a0065e5c9d7a37c5fe380ded4	HMSO
1646397	Khu dành riêng cho người bản địa Mỹ
155e04ba0f47cec6fa73972ac99d51e4	Cái
d919b1a229399b3f7e2a3e7a92a12a0d	Carmine Castle
f637c12167a297a83cb07279d7c0eef0	Firefox (tiểu thuyết)
b7f9242a6a69b8dc4b9e8886062e94ea	Lipit-Ishtar
b27b22fb7a592eb28fd6e94a03f36eab	Hiệu kỳ của Cuzco
973c253f140890125ba09e1077d4c35c	Asyut (tỉnh)
753335	Cancún
ac938feedac8a466ccdeba6514b1c44f	Frazione
fa859dc472b7026633eb965e86a8886b	Henry James Sr.
196755	Nhà du hành vũ trụ
291267	Biển Arafura
347861	Melanie Hamilton
2cb82a0a9dade74ebcb6fa375f49880b	Georges Feydeau
8b9785fe005f020c9e7f590bd2940932	Thái tể
5cfa8d4ad57a58201dd64e8f8260ff0d	Tĩnh Hải Tiết độ sứ
862607	Kusŏng
80900	Nhà tù Côn Đảo
821002	Caltanissetta
6e77ed755506be70cc6486285bfb8004	Người Yupik
080b28b37082b5ddacb60e5a5fbc3e19	Kim Quang điện
4e51783a62181c664cf63c27436c853e	Max Gradel
201394	An Cư, Toại Ninh
ee7c86aaa8e8d220559e51e383bb8df2	Alphonse Delacroix
1242309	An Toàn
371289	Chu Tương vương
184770	William Harvey
14c8060b0ae5bbaf446bab19d37fbf68	Theo pháp luật
f2a28811456abd7b4065631814821b6f	Flag of Kentucky
26800	Mũi Hảo Vọng
d5fcef1fa9fd657521047f72de6b5556	Danh sách máy bay quân sự thuộc Nhật Bản
527241	Thể loại:Mất thập kỷ 0
1762514	Hoàng thân Bernhard của Lippe-Biesterfeld
342972	Tâm trí
26495	Fyodor Dostoevsky
d8dde71c5b632c01b6dd0641195c4cc2	Boccaccio '70
25a4de8a9fa09dba2d20342c4a1a0ccd	Cầu Quezon
d38b1319c156be9d9e346352c1066daa	Hoàng đế Frederick II.
3393628	Di chúc
3500ba09d0538297440ca620c9dd46bf	Backup
aa3aa20d239bf4208f8801daea47f415	Automobile industry in the United States
205970	Dàn nhạc giao hưởng
494583	1
41526	Ligue 1
88efbf987154b77da7148fcdaa39c896	Khâm sứ
04dab1bdcf8242359b36456c5e4d7d1c	Maja Jezercë (Albania)
1677257	Kroger
2453594	Cortana (phần mềm)
b7c5f3390433a9a2d0387d8ee4933cb5	Argentia, Newfoundland và Labrador
e4fcea7e224bf4ef13c803850b6e5bbf	Höchst (Frankfurt am Main)
531770	512
862f2196f676ac046c575570c209b992	Danh sách thế kỷ
a4705636119f65f5ed3906c1e4ef8522	Đại học Jean Moulin Lyon 3
8664fd09f029c6e983ac3dfe9c906f2c	Wealden
8d3906d72821f74a551bc5902345b1e8	David Lewis (philosopher)
59b542030dfca5bfad9729902d472b5e	Alphonso, Earl của Chester
3249324	Loser (bài hát của Big Bang)
5473	Nhiệt độ
334249	Ittigen
2778184530c29e0dcdbd3fc36e6330e6	Shalkar
fa1c875de2cb2111b462540718f6ddd5	Chiến tranh Nga-Crimea
450048	Giáo hoàng Biển Đức V
b85cdab7f68b3df36a64e8ce926814be	Cao Thiệu
f1b9e5d8952712d9270dc5d658a4a5c7	Nervo (duo)
2416087	Kuroko - Tuyển thủ vô hình
40438	Đức Phổ
bf7432d4e6d976c173a84c2bb67028bd	Congo thuộc Pháp
95f7f28cfc1ad6b0e365bc25f7a47c3d	Hồ Phùng Vạn
530731	803
3e3183d001c4348db668dc487754357e	Thể loại:Phá hủy thập kỷ 820
9b5c4312b81594a219a65b499add2400	Nevil Maskelyne
5b0f9ead33132ce1ac058fa38e6a9931	Giờ ban ngày miền Đông
3207916	Dream High 2
d752dab4c3c1764417034ee83c04bc3c	Belembaotuyan
414610	Hạt
ab62f4c13e71ab05890a9872ffb050c7	Buồng bọt
c75d5fa4d0490eb2a803ebb677e020be	Crannon
296a01af4f5e8b3c4567e7ce7a2f41b5	Bedfont Sports F.C.
709fb2adee8768f2ec7d9549acd3f80a	Phú Lặc Hồn
1194f4a4e2b068c8626feb813c300417	Vương quốc hồi giáo Johor
4371	Liên bang Xô Viết
631dea7fa1a6e2984bf725721de07b3c	Eiroku
312741	Chiến tranh Tây Ban Nha–Mỹ
816364	Baxoi
cd4f1dcd9a99f2eb206952b0311826a4	Bertrand Blier
c8e944869f8a7df934ab06e5688b8429	Thể loại:Thành lập thập kỷ 650
109028	Grumman F4F Wildcat
4740f861ef8ae3c19a8c64c14861e7f5	Temminck's pangolin
541048	637
b81156b2d0b3f966b5385ccd049be3df	Kharan (quận)
dcc7856c03db7978beef2db09cc41f98	FIPS 140
c0bd5b197c9c796954434e50de8b5f35	Joseph Roumanille
9f00ffbd5bad4baa88d352b64233d079	Quân y
2defea4cd45df5279b3a712f95081056	Foot (chiều dài)
375214	Cotton
3275212	Chủ nghĩa chuộng Do Thái
103771	.dz
3377455	Hiếu Định thái hậu
1b094804678967dd55d1ce05dbcb4646	Văn phòng quốc tế về trọng lượng và đo lường
138908	Tequila
6a5d6d3023565e5340bebd6c410d9176	Thể loại:Sinh 936
1589183	Cộng hòa Xã hội chủ nghĩa Xô viết Azerbaijan
20196	5 tháng 3
8aeaa12b1b104d24fdf58327783c9a8b	Kōei (era)
334142	Phồn thể
115113	Cúp bóng đá Bắc, Trung Mỹ và Caribe
1401749	Chinchilla
1682226	Hươu la
923806	Hồng Tiến
561555	Aurelian
212c5d3e57331ebc5454cbc445352966	Chiến dịch Atlante
4080720	Cơn sốt vàng Klondike
cbf72fb54f2ddbe4518f92c67dc81e9a	Thạch Chu Hạt Chu
3426358	Android Gingerbread
dfd22b35eb81337c450d02dca116d70b	Eggishorn
448461	Argentine, Savoie
cb03f8dbbadcbdfadfba74245427a7ab	Andrew Cohen (journalist)
2361999	Ariana Grande
1c369f96b07e18fd8e60c22195f6e516	Lâm Diên Ngộ
8eb9698597791acd92446dd98409c100	Edomite language
3517	Tháng 1
200726	Công binh Lục quân Hoa Kỳ
3388826	A-level
821982	Ruud Lubbers
944b6498a7004a23bbac7d91f6ef010f	Bač (Serbia)
30982	FULRO
146972	Trận Appomattox Court House
140164	Công ty Cổ phần Văn hóa và Truyền thông Nhã Nam
16480	Định thức
42685	Dương Vân Nga
0d1f041564989685ad405425307b24c8	(The Primary Chronicle)
27580	Âu Lạc
362423	Kilômét
57c206da2632d104d40c7c420022c7f7	Sách Giuđitha
3227170	Cầu Forth
20668	Lý thuyết xác suất
be5b8e219f28a1d63266bbb6183a4cc0	Người tình của ngôi sao
d0831cea1fab446e024791f30844e268	Cessna 180
568cba7bb8abd6311ec8135c6f1d05fb	Sách Êdêkien
809033	Nàn Xín
4fb56e0bb74c2eed21a4975851b78463	Bom hạt nhân B28
c2883abf9f970ef98b9b8510165d0e71	Chiến tranh Cách mạng
11885b3d27c47c01ab3f6ed5f29f1c0a	PRF
6304fc892f611469dfc7b0da612ecfb8	Riksmål
a69ffa54b472c9c7b6a59ddc55fb6253	Friedrich Halm
fbba2f7192451ba39da2e3ae44507c28	Connersville, Indiana
135a028391c15453a4eb58f2be7e98e9	Cao Bảo Húc
34ecd774d52698c61dd511c88a8f54ce	Gerhard Schramm
62083	Ung Chính
3139471	485 TCN
f666b159e8d217760df07a70babcfb5d	Kristian Birkeland
2043	Sinh học phân tử
2433506	Phúc Âm Matthew
4f2a46dc60019bb1fd43e64ec2dc339a	Huy hiệu của Dreisen
530562	969
82183	Hậu Lý Nam Đế
ab5fb95ed744a88086841631d02c68f5	Chủ tịch Thượng viện Đức
541412	57 TCN
642308	Lịch sử quân sự Nhật Bản
e37d17a4681d22acfdd530dc92cc26fb	Académie des Inscriptions et Belles-Lettres
3f01de8772b0320a9f9459061ccb32c3	Johnny Simmons
145286	Balkan
3253564	Homo sapiens idaltu
2942c3ff486f3672ca7b96fcf248402e	Chiến dịch Quốc tế Cấm Mìn
127093	Anh Thơ (nhà thơ)
1e326b364a0cd1ca75e34f5ff4f6faa9	Văn hóa dân gian Na Uy
506912	Thời gian biểu phát hiện các hành tinh và vệ tinh trong Hệ Mặt Trời
157822	Addis Ababa
c482077be3f7a2e9ea239becc23d7922	Medieval Christian views on Muhammad
769fd8f5fbc1e28bcf95c3d266706357	Chuyển đổi các hệ đo lường sang hệ mét
1519544	Danh sách hiệu kỳ Quân lực Việt Nam Cộng hòa
64ccfa4301dab150d37224465bdfb9f7	Fray Thomas de San Martín
b36640e7e5cc1e007b886b0cd6821446	Bungie
6d4f56dfcfe52d7eb7aca81386e0a6e8	Championnat National U-17
1835214	Coffea canephora
07e683772376f1e3078bc677d134a332	Đại học California, Santa Barbara
1338339	Novyi Kalyniv
398234	Corazon Aquino
3527838	Danh sách câu thần chú trong Harry Potter
e724b0da44f4d4f1c388eef37a41ee24	Công tước Adolf Friedrich xứ Mecklenburg
e9c0fac85d3860de15d68d0ee4b3a7bb	Camelus hesternus
25999	Hai bà Trưng
194887	Gia Hòa, Sâm Châu
4af7672d23a4cd0ed9e3814b94bb1508	Heinrich Tietze
4dc17cc93eb0b782c4f3cc4dc0137030	Bồn địa Tchad
b1bcbecadf0e4b2a1eca09fe2f936b94	Dissociation (chemistry)
157723	Chu (họ)
384673	Hamilcar Barca
d543f1b2c062958d7d1b4aa1eac2cae5	Wermelskirchen
a92de19b19ea91edd44506b75f1096eb	Đảo chính Nam Việt Nam năm 1960
20337	15 tháng 6
1243337	Cửa Nam, Hoàn Kiếm
541507	96 TCN
77634f8b530291d804a036df7461d719	Nhà ga Odate
28f1dcc7820feb1dc2b1beabe4a8abc3	Inanna
7553	Hóa học lượng tử
60309e3d343870ac5a7635df64b53b8c	St George's Chapel, Windsor Castle
0d2cd1f25dd053044f872bd213fb1346	Thể loại:Thành lập thập kỷ 1040
4d1cb2608bee027593e61a94f2aba8f8	Pierre Maury
9ce304ce4f21186d8e7c2b35b4f0d7e9	Air Medal
323624	Nhân Trạch
5e886291b213a2971cda2bdbe518c115	Đồng bằng Wallachia
2eae050def9ba21b262ef14ba657f8cc	Danh sách trường phái triết học
d9d40472f2eed7b7d72bac108c1ef57b	Berry
57a828a1012f9e3205908b284d4ec7a3	Hồ Quảng thừa tuyên bố chính sứ ty
87193acb67c680be5ff924a48ae942b2	Johann Friedrich Struensee
2ecc5f5b2d15b0977aa128a270b1f6de	Sân bay Limburg
d7ca46047e79a04aa1894701aa4f0283	Ka Choun
748224	Angela Beesley Starling
cef52e4251b1b52e1da23854efbb0849	Savannah
7f29316ae656039f2829cdb96ccbeffe	ECW (file format)
3681617	Dinamo Kiev
2416601	Khâm sứ Trung kỳ
3437040	.mil
42392	Ilyushin
820247	Chicopee, Massachusetts
36a4247bc99be6489a522cab1d1e914f	ChyūJō Kinnosuke
4d2caf6f3b697e9751aeb61b50395681	Thể loại:Phá hủy thập kỷ 440
6b02501fa5dff0c8b8a5df4ddbdd0136	Ami Shachori
259812	Devonian
646520f98dd99e68af81f935d30e2217	Hiến pháp của Athena
826591	Triều Tiên Thành Tông
a0695fa08fb94f35e2ed817ac8395b8e	Cañada of Córdoba
8529d1e8ad34690841b34ba61bf1bda6	Alshaa
29b8a31a71edc68d09127e236e8c15d2	Câu lạc bộ Nghệ thuật quốc gia
5c8691851560a68680856ec496e76f72	Artemis Corona
80ac5496fcbd4d84cf94ec15297d9a6f	Alii
894127	Chỉ huy quân sự
d92b3490966f4a153aaa29e11ce3a455	20 November
3179565	Fructose
1334133	Umaria (huyện)
204786	Mười ba Thuộc địa
0686e2881b2491d4363cf19084dacb2a	Barron's Educational Series
107147	Ft (định hướng)
392140	1819
57095eef0e471f46d4f27b448b9afddd	Franz Voves
f9b98ef0d723e994158fea8da2183fcf	Cá cổ khớp
5964	Alfred Nobel
2fb58a4e621de85e895944f0a742a3f0	Antonín Mrkos
1d444e242632b5c0ee01b1e058ad1f54	Budjak
448467	Bonneval, Savoie
153141	Doanh nhân
9d9996637e1d02c0ef93ab7508b5b037	Abd al-Malik ibn Salih
fbe806f8b0b93a67d38cf0928dd64efa	An Thượng Đạt
5f01a84db8b589dd388e2e7244eb4991	Hamilton Crescent
530981	1381
250577	Hiếu Xương
3272756	Cá bố mẹ
28dd17f90a995bf6dce5fef384a0da67	Gò Vách
2361223	Cá mập mako vây dài
826869	Beit She'an
23bd5d4cbc34731c26c918347cfa6a4f	The Elephant Man (kịch)
24151	Chân Lạp
c85086d4dbc6159774d172f4e802f54f	Thể loại:Phá hủy thập kỷ 1390
2356431	Thế kỷ 8 TCN
cf1677a7e691628eef2ce80b3c464ed9	Króna Iceland
20554	1 tháng 10
7ff53255de28886346d9ebbc9d782b00	Khảo luận về Phục sinh
20254	1 tháng 5
f622d7f2e485c33aae0c739fb200def2	Đá tuff
c34dfbbef6559368b4ef178b6866c3bf	Biên giới của đế quốc La Mã
f0ee88f88b2bb12a3c34e1cb8a328c6a	Andreas Felix von Oefele
575797	Dayton, Ohio
58040e52cd910c6729a9b312b33e1912	Benferri
437604	Koganei, Tokyo
05f9f4f83a453347a8dab52dbc2f5188	CKOI-FM
7447	Tranh Đông Hồ
7523444	Định luật khí lý tưởng
3c226c5a32442c9c563aeaf668f10c9e	Bờ Nam
679f1a5021ad484e05fd520997e05e1a	Arthur Herman
3367330	1001 (số)
5628	Axit và bazơ Lewis
1385430	Mộ Dung Trung
06572076bc067c760807ec35312f8382	Laura Viviana Agundiz Pérez
e923903700ed57591fd4cf3413caf460	Thể loại:Thành lập thập kỷ 1030
3946f094ba6ad101a0f160e1fa22bdc8	BA-CA TennisTrophy
83325	Trịnh Sâm
1102094	Cận Cừu Thủ Vương
364596	Vân Hà, Đông Anh
49128630eec019b1ac513d73bb9bbf78	Rastrelli, Bartolomeo Franchesko
da3e1d079a949e0f07997631327c4c99	Anh Quốc chiếm đóng Manila
3386582	Alex Iwobi
492142	Hiệp hội Cầu thủ Chuyên nghiệp Anh
7980cdf513fabcebe6fb8b441aa10680	Nhân cách hóa
123730	Convair B-36
a1d06390a6c5b6c9406562518130b5ef	Freezing drizzle
26290fb12e5bf99c009c4ac4f2ebacdd	Coupe de la Ligue 2010–11
a77baeb8439299d13be80dd7ff7547a4	Joel Thompson Boone
2423264	Đàn vĩ cầm
532877	Cobalt
015290b4b4333abdd260063b93495b45	Lữ Đại
3581032	Appenzell Alps
230180	Văn miếu Huế
07fc439ad01685b898d5b363f121dcda	Common Criteria
4274	Mẫu (đơn vị đo)
494177	Phước Mỹ Trung
cb8da6767461f2812ae4290eac7cbc42	2153
245760	Hứa Thế Hanh
3659525	Khuang Aphaiwong
a21975133f6fe140ee56dac0f9bb1661	Hạ Tương
62c1f367dbbcb92f4c8631ebb47a52da	Hinterrhein (sông)
cda718d468b68eb6d86727f6dd92b057	KV Mechelen
387557	Khiêu vũ
458370	Henri Poincaré
529237	1625
47f6470a81c708cef0794f7b3c474a46	Cao Nguyên Hải
d7f604c055c4a38d33aad802a89ffdae	Bercorates
53796	Thể loại:Mất thập kỷ 1870
1336486	Xác chết
2be0e774337cb8ea862032976085dff9	Hjalmar Hammarskjöld
260369	Castrofilippo
2418578	Gemeinsame Normdatei
3703985	Benfica
784f978d7e2ca2eb855644deea7867b9	Alkinoos Ioannidis
555856	Guccio Gucci
436286	Abd al-Basat Muhammad Ali al-Maqrahi
67737ecda67c57aa8b19fd520f41eb6b	Thể loại:Hoàn toàn không có nguồn tham khảo tháng 10 năm 2016
214142	Danh thiếp
54287afccac0d5f9bd485a7aaf9279a5	Aedile
49910	159 (số)
530934	781
3f0c622de9f7cf509cefc0f15d56ddf8	WABAC machine
2f0432975616788af33201f45ca9b11b	Immediate Media Company
22254	Bột kết
3189828	Dê Boer
75003	Joule
eb6142b9247c2c213adc2b56329b5795	Ermita de Jesús
315616	Chạng vạng (phim 2008)
518889	Bismarck, Bắc Dakota
9ebcb357b9565611c13f3d7aa617dcca	Baroclinity
3cf3b17170e2a3b54405fb21fff4dfd8	Cap-Haïtien
00cc0070df8ea75a16e7c331ea3fe628	Anna of Austria (1549-1580)
530555	977
63050	Phân cấp hành chính Campuchia
3cce962837a256e4d563260afcc25a99	Liên minh đô thị Thượng Śląskie
42993	Huân chương Độc lập
77682	Bandar Seri Begawan
98da19f04ccb27a6a54b59ad065b8bbc	Carleton College
a11742ff21392074f983b40616709623	Eddington limit
3a4c43859c990cc03810d0835bc30106	Wiley-VCH
9d92586ae5f009b02163b813ca1c92e7	A.C. Chievo Verona
ba124c391cf22fb747d6aac52d772d89	2008 French Open – Women's Singles
2197705	Dền cơm
820246	Medford, Massachusetts
b687c5dee631695915bc2181cba2f339	Chimborazo (volcano)
6517	Nghệ thuật
ef0f5ba50539852604c305432594c240	Castulo
9104bc5c3ce50fbc9444ad77d8803350	Liên minh Kinh tế Bỉ-Luxembourg
4f227c42068e495b20907679be7c8f4e	Ahmose Sapair
2460851	Colt SAA
26388e7e4c45b325391a2d32eae9559a	Center for Economic and Policy Research
41725	Ngô Văn Sở
8548741288ce2795782ef6a42b1102be	Les Mandarins
e1c18e128e5a1f218c9d1cc1d93b9600	Phí Dã Đầu
5540	Không gian đa chiều
530360	1401
309827	Ertuğrul Ghazi
412193	Fehrbellin
a5aabb78621f73378d0c7dc4365ae252	Thể loại:Sinh năm 1875
bf4c14916b0ddc496f4d263a9f0bf8fc	Big Bang nucleosynthesis
117008	Tiếng Hải Nam
462708	Chiến dịch Flaming Dart
1584268	Lâm Tri
77109a8f4035e8bcd1eb50ed5d3bdd37	Hồ Yamzho Yumco
f307b1716fd8c4a4bc32f0f98eed8ea4	Spetztekhnika Vympel NPO
5e86672c5c91660cc709cd3460fec2c8	Chiến dịch Game Warden
b1549bec78f7f5b4d063988ff4a8439b	George Francomb
9571	Bill Clinton
531907	454
264734	Văn tế
20561	4 tháng 10
798167	Người Nga
36300	Winston Churchill
c0e484c3ecabc916dd1105beb9effb8a	Kasimir Fajans
2436835	Đại học Tổng hợp Kỹ thuật Quốc gia Moskva mang tên Bauman
2264707	Magnolia banghamii
3336741	Jean-Baptiste Jourdan
b13f63d679ddef9feebcb5ec25876cb0	Quốc gia bù nhìn
29ac8c0ec29772733ad879be9352ad05	Kinh điển Phật giáo Tây Tạng
947ff6d26c1e404d6a4f2475a0c5c8a0	Alfonso VI xứ León
817a357116d8a7c6e683cd814eed76b8	Bảo tàng Malraux
2436446	Lý Tòng Ích
231188	Skedsmo
83fccabb0b6d30dcbd712f6790763f83	Admiralteysky
aa6c3fd1340d3e3d6f0deadd1efe5f72	Phủ Giao Châu
89b43648a2055b23ab9007f411c2ef5d	Lê Hữu Tiền (Đại tá, Quân lực VNCH
1751057	Mộ Dung Lệnh
106364	Lutheran
49298	Dương Quảng Hàm
112bf402961ea54b0eb061a6eb337054	People (magazine)
e473933594ece54b666005a2aabb4895	Nhà thờ Saint Nicholas Orphanos
d0439367f4b1231953cf39db089e8339	HMS Resolution (1758)
392166	1833
48298	Dick Cheney
270127	Llucmajor
4c98c1fbf6343dbe67b4a5b3e0732729	Giải quần vợt Wimbledon 1980 - Đơn nam
88df237ebea5edaa4e67fa0c8b3c17ab	Prusias I
f66b21338c15542f30207d1ee26bb15c	Cơ sở ngôn ngữ học và tiếng Việt
3680132	Thế kỷ XX
892c27e678f38a4b793ddca19d44f7f3	Colorado State Highway 470
338649	Lê Ích Mộc
39494	Lốc xoáy
462253	Chiến dịch Mã Lai
88b01a72dbaed686d34d6a34d3d63cf8	Bùi Sỹ Tuyển
231173	Axit benzoic
f4808cfef174e820cd896d9896a5756a	Cung Úy
fd993e078f6dcfe95d69974167403625	Trung cấp (học vi)
e0b1f957e025d8b37186bddda7c3659d	Ghor
125559	Allan Simonsen
a62223a6261b3bbb539f6f1ce15d2ba7	Gochu
2079238	Anemone coronaria
815616	Jimsar
1710923	Stanley Karnow
1210840	Hàn đới
529974	1306
541634	190 TCN
529384	1668
3393558	Lễ bổn mạng
4a70494016e3a63f77358e8f96d44b86	Esprit Arena
531783	522
252061	Bắc Hồ
400431e06f23b0a60e902815b1559466	Bảng chữ số Ả Rập
9e43279fde7fdd003ba99fbea5b5bd72	Bán đảo Araya
b602b82ad049bd4591cfa01af54611bc	Esper S. Larsen, Jr.
75500	Wrocław
350897	Beaumont-la-Ferrière
174c7b2efa7279087865d61711c28b36	James Dwight Dana
af961000ff8c056c5bb663f2c446a846	Robert Greenblatt
3383772	Nguyễn Văn Hoàn
69153	VnExpress
f1a543f5a2c5d49bc5dde298fcf716e4	C2
70739	Bremen (bang)
32602	Nguyễn Thánh Tổ
db4479c678ce419832442842aab26bf3	Boomerang (Pháp)
181e9052843891eca5d0b98909b38432	Hình học thông tin
84442ff933d947ce02ff5a144674f96f	American philosophy
2e92ed5d0ff05e7e8720b06677a27a92	Nguyễn Hữu Thị Ngộ
7fcbaf2e9ab8514c08476be361ff0d61	Chester Harding (họa sĩ)
7630	.aq
403372	Bộ Gia cư và Phát triển Đô thị Hoa Kỳ
1536739	Hành Thiện
a805ecea509094551d5bcf4f6efc9972	Ernest của Áo (Habsburg)
68123	Thái Tổ
495506	Aristophanes
570ba690a125add09bf16f6607010520	Giờ Irkutsk
412420	Bogel
42b9f08c3e3c350b04ed9aef3e54435b	Globalization and World Cities Study Group
e8034c955ce0577db5d775207d1f8406	Bụi khoáng
1127282	Cao Ly Tĩnh Tông
3702732	Atal Bihari Vajpayee
bfbbb3b1832ae4e710f0943d3bf7d936	Trojan Records
b3cf9b4ec0236e3c93cfe37a7e68ed27	Chiến tranh Tống-Nguyên (1273-1276
ca01f5304cc2e205a98b4746beeaf9fa	Số nguyên tố Cuba
235674	Phan Huy Cẩn
6ce023c1423a6a3efb57b4f3ec3509b9	Cao nguyên Duderhof
7f221ec5f02bed2d691bb404c3904178	BBC Sports Personality of the Year
8374	Video
b9c5621f7dd76f8bf518c6fdfc892765	Allegiance (tiểu thuyết)
12072	Bát thập chủng hảo
d6cfeb4cd869164c43b67e64e94f35b5	Kai (Inu Yasha)
253183	Vĩ độ
29447	Sunderland A.F.C.
20464	16 tháng 8
20636	12 tháng 11
5490	Natri
1717523	Thể loại:192 TCN
335e4131677d357537cd16cc136d2b09	Ino (Greek thần thoại)
827525	Desmond Tutu
3636940	Somanass Waddhanawathy
131849	Cao Ngọc Anh
1645	Cơ học
3393881	Bóng đá tại Thế vận hội Mùa hè 2012 - Nữ
d37c369bfa10541886b279adabb6ee6b	Ngày 2 tháng 6 năm 2009
f31586990871cb29cf2e3f20bf7dea4d	Enbun
aa8597d6a908eef27cdd804cc4c25ea9	Jay Underwood
b2f4a05b8aa3db0771375a46ed382bf0	Bilasuvar Rayon
804156	Burgas
1323151	Kuçovë (huyện)
75993	Vật liệu nổ
be1b80b507db65b91b8dadfb2e5c2313	Andrés Rodríguez
2436624	Bến Cát
fd46bbc3c5ec0bc8f6b071e8581ac381	Aymara
530461	1481
498425ab616c9e2145a6853429582de4	Commercial bank
463862	Gée
2109f39206e223bf058311a894aeaeee	Bóng đá tại Pháp
8f3cc15c0d1e3b74879bd1050e638e96	Yucatec
7e681220cf2db01dae5cb0671dc10f66	Thể loại:Sinh năm 1744
247215	Luang Prabang
962d36b74a9c1f9896b3f9df11f45dcf	Tsuwano, Shimane
34054	Ramadan
38762	Azerbaijan
46835	Hậu Hán thư
516084	Nhóm Caravelle
7b4920c6bb7dd2ef96e8e389463e5111	El Palmar, Cộng hòa Dominicana
742829	Kinh Torah
9d9af04c9e8cbea1aebb04d6c6199c17	Ngụy Nguyên
ef60a2cd1fd1c8e3fbdc2afd62e51a46	Kỵ binh nhẹ
4dd2538874bf0a79d4b75c6595028a32	Edmund Talbot
6fcaef63f16ee2e685d800baaa6d012c	2008 US Open – Women's Singles
5fabf62fc5675a49f0e5fd13adee8492	Castillomys
10727	Chữ số Ả Rập
541056	644
519892	English
3147644	Blastocerus
5638	Ân xá Quốc tế
540615	288
e95db6c94d4c013cf96c27a84095f94a	Düsseldorf-Derendorf
ed81dd07f01bd27af65fbb619a0f8d56	Thể loại:Kiến trúc thập kỷ 1780
235519	Tàn tích siêu tân tinh
3cec59af53663659c7c1e9b32c299278	Hoàng Đức Mậu
3525	Tháng 11
9508334	Bộ Tổng Tư lệnh Quân đội Nhân dân Việt Nam
2444050	Cù hậu
ba09511ccaab5ac34ec0fc04ec63a2db	Thể loại:Thành lập thập kỷ 860
820305	Beverly, Massachusetts
216874	Kiến Đức, Hàng Châu
75313d190da65f7590ae935a5f2048b2	Ethan Ampadu
30a23ab6489c08f6960237681a9c8434	Bob Wall (football administrator)
1b73fbbd7d9eefc4c39bdbd3d12ef408	Charles Stewart Parnell
57656	Thế kỷ 9
e31ccdc5daae65fd5613d60c0bf6d8bf	Chiến dịch An Khê
b1d94ad61f8ca4eadcc16ee132866d9f	IP (độ phức tạp)
5a5fee54900b7ada9ea0947abce14e53	Seegebiet Mansfelder Land
c83e8541f8baa07f767e38c5f6d92f79	Thể loại:Thành lập thập kỷ 1270
3177138	Sông Donau
45543	Đời Đông Hán
25da2a45f30c7e1d94467dd3f1dbeb92	Bertran de Born
2446a527f1f9cd6675f141530be4d46a	Góc lìa (thiên văn học)
584168	Christopher Duffy
6ae745400b1ee4216d7cadb308b33747	Khu phát triển Công nghiệp công nghệ cao Vị Nam
8bc44f101affd24085c68d44676c81cd	Death rattle
178ab9e9166c0090c183d1a03206d7e9	De humani corporis fabrica
5ffeee48efc5b1f5115f8e16b0d8e735	Cua trong biểu tượng văn hóa
3260149	Cho vay thế chấp
f1dcc8051fe63b5e7710870e4bb68274	Jim Broadbent
61748	Triều Châu
3145520	Vương Trinh Phong
145d70f8ccd5d608191118cd1177cf6e	Bertrand Bessières
828173	Chi Mèo
f225dd63f862dcc7e072d464449d3e26	Bonfim (Porto)
471961	Hình học Riemann
00dca43f9a345550af530e3bca380f6e	Hydroxyproline
97e8115ed74afe6b0a5e8c5e8fa6d69c	Chu Xá
5c9fd6a669594538f74443e67e7be112	Al-Battani
1338029	Balakliia
844426	Hán Chiêu Liệt Đế
3232157	Hệ số nhị thức
83d7575bd1210d1763ea805f7c8af966	Aérospatiale Super Puma
5293	Hạng Vũ
7e86d21806268cf935b11a76ec5c02b9	Hùng Hi vương
ddcf6117c41fb82ace839052d3fb3c80	Abdelkader
812122	Axit uric
f7d103de6c3da829629029684b2dfd52	American Indian Wars
