df69b432145cf003be7cce77cafd4d22	Phong cảnh
106371	Cạnh tranh
658428	Avarua
c13c0b5cb3729d848efdb29732e0e0e5	Jon Ireland
f5acdb119cd9f45d052f5f7d29d0bfd5	Mahābhārata
e546a16b291dd148bedbedfd013fc514	HarperCollins
a343c8905292ea98c6e2473b14691e26	Hồ Chí Minh học
21960	Tonkin
18005	Tỉnh
dd1ec60d55817f33e93f0111816a57eb	Tính đa dạng
32562	Ba Lan
9b6ace2ce8211a8b3903dcd63aa12082	Hiệu kỳ của Buzen, Fukuoka
519141	Chu Do Tung
528937	1783
ff6fd4fae0059b5d3fc6484146acab00	Marsi
8620cc6590b504444b01bdab8b8f9bb1	Margaret Douglas
1712abb4ec5d1c267ce85682448b4619	Trung hoa Dân quốc
c03fb7aa1a828eab920268e93ca76787	Athelstan của Anh
117350	Chữ Hán giản thể
98390	Birmingham
2624d77dc3b1b1eb929f4df3433cce99	Sự buồn chán
c95a3eea738538330a7015380d52f912	Partidos
67556b285e8dbde27ab33358f71bfbda	Bầu cử Hội đồng Bảo an Liên Hiệp Quốc, 2015
447354	Hàn Thế Trung
44373	Đại Trung sinh
d88d942839c323c6c0c6ca41054929c4	EMTEC
1007	Mozilla Firefox
8325	Thư rác
1484969	Hải Thượng Y Tông Tâm Lĩnh
c36097213e7652991304b48ef06e84d1	Thể loại:Sinh thập kỷ 220 TCN
24347	Gia Cát Lượng
81379439febd79b08c556d711152d580	Ecliptic
3670384	Hoàng Đức Nghi
e19816a02c31ccd74d2d90784e44999c	Adolphe, Đại công tước xứ Luxembourg
2059	Ancol
413074	Hardert
53740	Thể loại:Mất thập kỷ 1610
fdf97b816ab553331e11fd22ab6d1ee6	Stanford Encyclopedia of Philosophy
e7259760629d36aa2c34866668d1da06	Asturias, patria querida
2b29f740472319f020f091c3d1004f57	Lê Duy Cận
e94e94968b8c9ad63c804b2f6af32c03	Antonio Canova
123108134cf041db32a5d3f6bf35090e	Angus, Scotland
116959	Gustav II Adolf
523122	Habilitation à diriger les recherches
968768	BBC News
3230459	Công cụ hỗ trợ tình dục
255468	Abu Bakar
b1385df609e480d5614b938cf453bea8	Aly Maher Pasha
4781280e032efdb3990f18ecbdac4551	Charles Lee (Attorney General)
213817	Hiếu Nghĩa, Sơn Tây
12486046	Saga
202059	Bạc Châu
31042	Lý Quang Diệu
3669817	Andrzej Duda
266119	China
93b7b5b216352f86c6126b8921bef9ed	Afrāsiāb
1c5381447d4fe1557e0b767fba7bfbad	Nang noãn
2456296	Ephesus
7498d4511f07497448674ce9b4c6ce9c	Chilehaus
b868c8fd6c49b3cdd6bf34f296831597	Danh sách thành phố ở Pennsylvania
2122f8f8da713834d3315c221c295c48	Cộng Hòa Xã Hội Chủ nghĩa Việt Nam
6dff4875d8a3aedf86077f6a68689fd6	Hennonacontane
15359	Hồ Tây
3be8cc9c5015c7c0937aa8dd6cb7bf15	Kịch thần thoại
b48438b071cd1f97e28122e45eab501b	Chiến tranh Pontiac
2d3203930dfe328043b77228293fd3b6	Cờ Canada
c8608a8d17ede1c7e04ef68e3e84f052	Einar Haugen
413497	Breisach
238378	Barueri
e1ca9b81d79f37974b5ce6d8049a597b	Aris Velouchiotis
97418	Chủ nghĩa chuyên chế
244898	ATV
421506	Cao Ly Huệ Tông
9c76b06732328dbc46b1658aeeaa6f82	List of Administrative shire counties of England by Area
584168	Christopher Duffy
231783	Adolphe Thiers
20210	12 tháng 3
63160	Jacksonville, Florida
79e49877517f70fc892fe7d13760ffbb	A.T. Kearney
75941	Hadean
529188	1548
90d2b3cb3e5c82f92005e736b0205729	Biedermeier
3052	Johann Sebastian Bach
200205	1769
a9212f01b2d76cd32982952cc82beb4a	Thể loại:Phá hủy thập kỷ 1690
63333	Quảng Đông
4249763b505226c0e47ad9dce3a61a23	Michael Meyer
21821d8cc39d1a972fd95d5f95338f91	Hạ Giáo hội
810456	Camberwell
3524865	Căn cứ quân sự
3195757	Opera seria
812733	Demosthenes
61405	Halloween
699072c8cb2bba424d1bd57763f89fb2	Mojtaba Khamenei
a55dd377eea6d302bbb258abe7613bda	Ali Murad Khan
3659739	Micropædia
1057667	Chiến tranh Việt Nam-Campuchia
261994	Castel di Lucio
182705	Amenemhat I
05bf085928967d03dd6ebe9784f15135	Arturo Frondizi
368877	Chất lỏng
3345659	Chỉ nam ngọc âm giải nghĩa
1752038	Chiếc lá cuối cùng (truyện ngắn)
293596	Dictionarium Annamiticum Lusitanum et Latinum
0bbf69e5bda725b85d15facc5617c297	Xí nghiệp liên hợp toàn cầu
61794	Chủng viện
65617	Tiến sĩ khoa học
53778	Thể loại:Mất thập kỷ 1790
2f3657c961ec148d1e0319e21b46ff78	Francisca de Lebrija
8f382d770c137729907f46ec3d39f5de	Bos Mon
db72c71dbc7b604120828bb7d5cc05d6	Ngô Sỹ Quý (võ sư)
c3ee069051f36e7dfb97bec4a0204d91	Antoine Coysevox
629101	Chủ nghĩa thần bí
18340	Định luật vạn vật hấp dẫn
5c8691851560a68680856ec496e76f72	Artemis Corona
461444	Anneville-sur-Mer
529340	1678
d9d91c49cbc0ce7416eaa3e71bc39650	Attica (vùng)
b35a2e5e464dcbbc3298ae0823746fe0	Marcel Delcourt
57358	Hùng Vương
37561	Botswana
245808	Giám đốc tài chính
e1ec8d6ea92b533116a5be5d02bece8c	Kito giáo
87015	Văn Miếu Quốc Tử Giám
68955	Lisboa
eef0f91123498f0c50b28b8fa4b64a8d	J. Chem. Ed.
cd4bb35c75ba84b4f39e547b1416fd35	2129
c76bfc7b4a5328a0120f6b3904806db0	Aminah bint Wahb
4e955bf316c38ae6263036879f896139	Chủ nghĩa chống quân phiệt
804579	Timișoara
0cebc33204d7ccfaf12826636032678c	Dan, the Detective
547163	Curaçao
0b31bd1bd0da33c9ab47a1176e12c8c8	Danh sách các sông Trung Quốc
069b30db06d047a398f9eb0940d3279c	Cash
19f227886a4157688665f23a20f7405d	Allan Maclean của Torloisk
dab945bc2e8e7b9fa3714753073edf6d	Antille thuộc Hà Lan tại Thế vận hội
526254	Chữ Latin
2d7b56d39638210620e750870acfb05c	Ashur-Dan I
3401430	Thể loại:Mất năm 1357
163204	Bình Xuyên
63669	Achilles
3218363	Nam Úc (tiểu bang)
714c070f7945b415fb42a2df54d6832c	A Linh A
4897	Ngọc lam
402474	Cảm xúc
16243	Nông nghiệp
110609	Độ bền kéo
e4a0fac4615dd87fc3352405afd094f7	Bạch (nước Tần)
38324	Cộng hòa Dominica
783648	Quintana Roo
ddce412c26429947a6e783e3da5a814e	Archos Generation 7
6f6816a4582b526b1c15dea3403a0242	Chamber of Deputies of Mexico
207749	Astyages
43065	Nhạc sĩ
439b17b7568b5438fc91160482ea0054	Argentina tại Thế vận hội Mùa hè 2004
12116	Phạm vi công cộng
a7acff5ed08b5db3b0b2e81d00914db0	Người môn đệ được Chúa yêu mến
106274	Inch
107938	1955
7f37543d3d0ee34a1844db79952b0fab	Chính sách công nghệ
209840	Horatio Alger
37ac2a98aa501e23da29cadef89fc5c9	Craton
df59098f3b51cafd092a03f346c914a9	Thượng du
16432	Quốc hội Việt Nam
189052	Thành Gifu
3663035	Amar Shonar Bangla
229931	Dương Bá Trạc
209999	Chu Bình Vương
117b369f3da20510e30792bf14f03b44	Almada Negreiros
8677	Bán trục lớn
65ff4daa6251e0926d0764b5d8fadab3	2492 TCN
3ee1beb72716849d7cbcafa1a6cbb6c4	Hoàng Văn Hon
20fc887fc3e626f3fc533933677d1be6	Bộ trưởng Tài chính Anh
976a2f418b6d5d9c49d37551b2d0904f	Carl Schmidt (chemist)
9cbbf9a619fe3fb3e64ea1315593b885	Chuyển vị di truyền ngoại gen
74f239fec816a09bdc05126a709cdbf4	Kiyokawa Hachirō
3253409	Amenemnisu
59a0f2ef5150958359e7a03770f1ae81	Chủ nghĩa vị chủng
fad7fe5d53359e0a27f9af156f2b95bd	Lịch Copt
826861	Tlaquepaque
61340	Karachi
6886	Thiên Sơn
dcb76b91d3cc82819d8c8e39cf16fa6b	Admiralty
64989	Lev Nikolayevich Tolstoy
3fa6a3c7705d71c3fa005a7b831298f6	Biblické písně
ad8948eb54276933dfd41c254dd719fe	Black Point (Bahamas)
3430	Viên
213752	Cổ (huyện)
91680	Khoai lang
26152	Hải Hưng
529998	1216
9fee02c548dd68b1d34ebacfb71e3c89	The Rape of Proserpina
14587330f156fe0b71c4c948c44b92a9	Olga Limburg
368491	Brugge
186962	Nguyễn Phúc Luân
30731	Entente
810654	Charlton, Luân Đôn
8d3931e23784f9b06b50cbbd4047b6ea	Eugene Dynkin
3badd0b24205a64abde05f35c23ca4be	José Rufino Echenique
3202089	Hơi
103713	Argentina (định hướng)
120f50866873a7072828bd67047f47ac	Photophone
586270	Hành chính Việt Nam thời Nguyễn
3657578	Anglo-Saxon
782587	Cleomenes III
37efe30dade1cf76dbe537c7ee565351	Thể loại:Kiến trúc thập kỷ 1910
32184	Sao
63821	Toàn Châu
128456	Mỹ Đức
63421	Cách mạng Tháng Mười
93225	Kiến Xương
95245	Air Macau
85a3d538a33699757e6c099312a8ed66	Lâm Đại Cơ
1572217	Niệp quân
52f4521c636e3e9219a395afdf221e64	Danh sách quận của Colorado
a98116574f4470ee7f59682d8b6f2d09	Malcolm Rogers
39268	Hồ Than Thở
109132	Bóng đá tại Đại hội Thể thao Đông Nam Á 1993
71695	Cá cóc Tam Đảo
237783	Ban Tuyên giáo Trung ương Đảng Cộng sản Việt Nam
3177209	Cúp bóng đá châu Á 1976
ea42c75b9e12ad12859801ceee8fc8ce	Georgian alphabet
265768	Bazzano
98051	Hổ Bengal
0b891dafed581b650a5473599de85c6b	Cục ấn loát Bộ Ngân khố Hoa Kỳ
1386fae7e917a61a1092c24e27d2f329	Axít mật
111249	Nga Mi (võ phái)
1915f5b7072a7f66e79b7036cf04a982	Vương quốc Anh (lịch sử)
7837331	Đảng Nhân dân Áo
1519247	Boston (định hướng)
72042	Enzim
531896	465
b89a00987fcbda4a80ce0192530fdfc1	David Means
c4f4cbcc57b3816bd0688be39bc504ab	Baptists
99273	Bán đảo
71345	Bar-le-Duc
720d75992ba77e8ffa861fb377a91cbd	Nola
27328	Kỷ Sửu
301175	Hỏa giáo
1a30bcd0de231cfd267e287bb4194c24	Hồng thập tự
e5288bb1beb1c25c30e70e9e87a8e98b	Geta
5fd65b038c7d3b37a5d1599952a15f08	Cosmic radiation
8fbac7ae3097b2b9b558acce03492aa8	Irene của Athens
22525	Khối Thịnh vượng chung Anh
c10bf643fad04803a0ee6c767ab01f23	Châm ngôn Gricean
fc954baf757072654fbd147cfe491cfb	Charlotte Amalie
992feabbc363bfecf16f7c3a48974616	Trung tâm giao dịch chứng khoán
0674ba64d32028ec92c062d2b37bb4ca	Công ty Ford Motor
530205	Thể loại:Mất thập kỷ 160 TCN
4180	DNA
b32849d731e5f7a92747171ef0035e84	Bằng hữu của Nhân dân Trung Quốc
0855e0978fc1118ed9dcea7c75979540	Thể loại:Kiến trúc thập kỷ 1280
3392494	Nguyễn Duy Gia
3646	Âm lịch
720d44607e10bc00eb0fba32f534c96a	Cloelia
e772da1bcbdfd9e97737e7d1b68e26d1	Bùi Thị Thanh
1ba47151465f868eb4139de445d9b340	Charles Adolphe Wurtz
81aff862e1f15725c6abbab20c6a5871	Binh đoàn Ohio
400785	Bảng mã FIFA
3691752	Equus (chi thú)
1316311	Chaabet El Ham
be282a92f81d2b713d2790af9e079a0c	Bờ biển Coromandel
53632	Thể loại:Sinh thập kỷ 1080
188295	Bảo tàng Mỹ thuật Boston
5384	Hermann Hesse
16193	Hệ thống xã hội chủ nghĩa
014a5e6aa9c8aa10462abe212914f349	Amsterdam Centraal
d94ea2b6bff1f42856e4d8e838f8079b	Phủ Tổng thống, Warszawa
528860	1717
3685084	Antofagasta (vùng)
307690	Anglards-de-Salers
33a696945c69f7cb040aca0d63bab67f	Alemdar Mustafa Pasha
41730	Vua Dục Đức
86c25b71e2080a36a7afbf024ba6e4f1	Thể loại:Mất năm 1972
341843	Sách Giôsuê
111227	Nam Thiếu Lâm
230468	Chiến tranh Việt-Chiêm 1044
403831f67a5c8a644821bb3dc6bf7b99	Hải Lang Sát
43061	Bài hát
1250150	Liên Hòa, Kim Thành
1408137	Danh sách ký hiệu toán học
120477	Johannes Vilhelm Jensen
3187768	Viện nguyên lão
362423	Kilômét
94864	Blaise Pascal
231867	Córdoba (tỉnh)
792d0e2ee287548e5746d4543c6755f4	Giáo luật Sharia
2360407	Sinh nhật
52941	Quỳnh Dao
702800	Danh sách vua Bỉ
9712039d4f3e04e6249b6d6ee0365a52	Africa (tỉnh)
5367	Bảng tuần hoàn
20106	23 tháng 1
511411	Fernando II của Aragon
131849	Cao Ngọc Anh
1279658	Thập niên 150 TCN
42bc6c302c05c4f62a653601dfe8db30	Ketu (thần thoại)
8dd010718d6d6edcf3d75a48eb6c10ef	Atar
3305152	Hùng Vương thứ I
561511	Roi (định hướng)
60b203fdbdf1d3a8fa3b703c50fda27e	Công chúa Ngọc Hoa
296255	Bunkyō, Tokyo
fa9793413d831185900bb945091e422f	Amenemhat (con trai Thutmosis III)
b99796eb81ee18034886c6e035a8897b	Carla Couto
b612f3421b43b2b4b082c538afaeb39d	Abu Nasr Mansur
2e385b94db54e0263fe1324e77da2cf0	Hoài Quân
455846	Giáo hoàng Clêmentê XIV
090fef6f122ab8e99c032a73e18a2a4d	Arvid Carlsson
529587	1571
1287	Chiến tranh Đông Dương
3375840	Tây Sơn thuật lược
9f949b8a67b55644a112b0aafcc2f464	Arequipa (vùng)
402386	Múa
37ba3f16529e13caa3c61f4eca5c3a59	Alexander Gorchakov
61936f95704e02ce68520fb5c99c8b9b	Modernist literature
577410	Misiones (tỉnh)
bcec480beea989f8711800932595732c	Benjamin Lundy
53710	Thể loại:Mất thập kỷ 1460
2040	Hóa dầu
452c5b85496877e731438d83d922d4fc	Lira Lãnh thổ Giáo hoàng
329118	Phú Thái, Kim Thành
528890	1731
2221	Chiêm Thành
0ca889df158f421f7aa639bb5c8e094a	Axiomatic system
1250497	Mậu Đức
f7e7435263340f79c74e009ac719aa1f	Vakhtang VI của Kartli
67a160316e74050d2a412dc1b3e2798f	Thủy táng
e01ad5b0c4b3ab6b0e001361c78e988e	Ameriflight
587814	Grimstad
8da5fc23212e53bd3bf080231bfd7771	F. Borngen
675	C
412133	Người lao động
530874	Pha Mặt Trăng
110382	Người Hán
62aa0977332411514a3bcfaad6d1b64a	A Sử Na Hạ Lỗ
e55b6dc32977e38800509c2d7f239f4d	Charles David Keeling
3e12d9c1f1989c65a1f2e19812313318	Cố Luân Trang Tĩnh công chúa
191955	Tỉnh Đài Loan
201333	1870
63726	1981
2175	8 tháng 3
3637655	Algérie tại Thế vận hội
1763781	Chung Linh
e36b6449e06fe8dd76513d83ae485335	Bóng đá tại Thế vận hội Mùa hè 1952
53743	Thể loại:Sinh thập kỷ 1630
bf49462f85ae9df34617bb5a39593f15	Balada
49330	Thế kỷ 15
8c00db19538717b1d33076530203c817	Ny Carlsberg Glyptotek
2611937	Namhansanseong
531168	707
d5ed7aad6fe52f7cbfc8b4afae1ab83a	Chính trị Quảng Tây
3120978	Ban Chỉ đạo Trung ương về phòng, chống tham nhũng Đảng Cộng sản Việt Nam
6a521ba4c671ca610a5fabf941808428	Lục phủ
92599	Thập bát ban võ nghệ
3696473	Hittite
20565	6 tháng 10
530507	1497
ab1dc8b30def7043e35b760aca27146b	Galatia
8390693	Khu vực tài chính
1222292	Loài ít quan tâm
8f0de60b164a9f976cfe4f3a0ce765ba	Al-Murabitun
1249794	Kẻ Sặt
cbb2216f2dd82a4527c47e521424b93a	Marcello Pittella
850	Alberta
579036	Ban Dân vận Trung ương
812623	Giang hồ
2364502	Chelidae
9ee33fcd03bc2a58248c512722690a57	An toàn sinh học
100219	Bãi biển Thiên Cầm
20212	13 tháng 3
33007	Thượng tá
6d998a17fc8dd0d7fba9a616d3655eea	Dennis Hastert
48298cdffa5446f6550a5ffc541f3874	Alma Ata
3349450	2056
70bf5277ce1d1bd17e8d42ec8d3a5cac	Kênh alpha
01bbd2cdfc61b33729cd5af2547d859e	Cyrillic script
214782	Bắc Lôn
3672744	(24952) 1997 QJ4
32973	Nhà Chu
233615	Antiochos III Đại đế
7880861	Apulia
2440101	Nhà Hohenzollern
302610	Các dân tộc German
ebfe5e1791db03c4cd6ab95801e0977d	Hit
e9471c784cb8aa64b5fbb6dcf5c4133e	Abdul Rahman Suwar ad-Dahhab
103120	Hoàng Liên Sơn (tỉnh)
06e41b22385561866365ea8c9a5905ec	Công quốc Oldenburg
96910	Hoàng Thị Cúc
459238	Sông Hiếu
df7c351ffbd655b7f18fc9e7037938c0	Đà Dương
6a4c8e7c0951251812cde8bcc8f7e97f	Nhà nghiên cứu
831382	Hiệp sĩ (phim)
1cba79df98cd1c9bfb4f9a65f7210f35	Assembly of First Nations
3393122	Bitmut
3716893	Akkadia
b3f24c0bba4f650a55538b9867db6974	Aqtaghlyq
202182	Tuyên Châu
b7b48be185b66ccd2846947adcb946ed	Quỹ đạo hành tinh
b2ec19232192f086df5a1253ccaea313	Kōdōkan
18024	Tích vectơ
2487b7f516c84ddee1960b93e247fcc4	Augustus H. Garland
24889	Y tế công cộng
59225	Kỷ Ordovic
323375	Cương lĩnh chính trị của Đảng Cộng sản Việt Nam
853	Anh
895	23 tháng 3
1295811	Phương pháp khoa học
5fcb54fb24e1eae6220159bae3dbdcec	Các quan sát thiên văn
282910	Alizée
4e0a88b850f67de1da68b88cf1ef60d9	Thất tiết tiên
230538	Chính Ninh
250072	1801
814618	Amersfoort
796287	Ngày 6 tháng 10 (tỉnh)
52f45f2f8d89db3fdba65231008ee842	Chuyện thật
529583	1574
117269	Suleiman I
38783	Nam Việt Nam
a806102f38eaaa51e09a4736f52cd9c7	Executive Schedule
3707674	Giáo dục nghề
0580da7b9b9beac03f6430afa575466b	Balcones
c75c350d28e1cca818a3df9074a7a3bb	Sinh nhật cây xương rồng
187205	Huỳnh Mẫn Đạt
12cab470fde03e72fd51085fcb3c0ca1	Epiphany (feeling)
796017	Nam Chính, Nam Sách
11202	Lai Châu
fc954c5bd52fca4cab9408037b48d98f	Hệ thống đánh số Armenia
575816	Canton, Ohio
530128	1128
5181b7cfb5b301272406390181374525	Aleksei Evert
530088	1132
3208471	Cúp bóng đá châu Á 2019
597e41ddce97499ec165bf41c9ddebe6	Fernanda Eberstadt
c8bad80976f152153d6ed583d520dc59	Bảng chữ cái Bồ Đào Nha
cebcf378e52d51846f76625317a14e55	Daniel Heartz
982105	Gyeongju
83b574d485efa7e13494da7af107c3e5	Conway Berners-Lee
37618	Bùi Thiện Ngộ
320252cadfc1de897940898b123e55f8	Auvergne (tỉnh)
1279644	Thập niên 10 TCN
75852fa4645a693bfaa4146f83b9a39d	Hóa học phân tử
8845c01cea52b3dda1cc3532110ba2e1	Quận Charleston, South Carolina
a9076cb50cc66a29e23dc6efd2ac95dc	Coptic alphabet
2250	Sông Hậu
529384	1668
89871	Giải thưởng La Mã
7d62697bbe3378e4bd0f564b9a18ac88	Brômua
5b55ea55a09a95b06c2a0fe8e31995b5	Địa lý Indonesia
470737	Chứng cuồng dâm
52a4f49d1d453890c0f344855af13262	Hồ Burley Griffin
529955	1290
28296	Joseph Fourier
6e6d1d7ba12d6c0ab57ee222b953abc8	Harivarman III
248043	Chữ thập đỏ
c78b5491e690bd3963936ce1417100f8	Bùi Thế Mỹ
60719	Maria
91d5c8d75289d512106fbe078284c08d	Boson W và Z
37565	Cameroon
73f010e845728dd6760a528ce9fb1f3b	Sasbach am Kaiserstuhl
fbe4632dfa51ced8aa32fc271b8659cc	Nghiệp vụ ngân hàng bán lẻ
191946	Gia Nghĩa (thành phố Đài Loan)
f17981c3f4460f7dadc52ca03d15f12d	Bernard Brooks' Adventures
189484	Diêm Lương
399750	Hoàng Thái Cực
3939	Mô hình màu RGB
39469	Điểm sôi
17964	Tiếng Tạng chuẩn
d081805f707654b183cd576ba9a1da93	Hứa Tông Dương
351044d48bae9425fe9298d77dc10f93	Bóng đá tại Thế vận hội Mùa hè 1960
17038	Quốc ca Bắc Triều Tiên
129923	Indianapolis
d31457167bc8fc9b0b6b8fee6c98e5a9	Assata Shakur
171a98f4722267176bd0fe81f8980074	Arequipa
2302489	Bảo tàng Tôn Đức Thắng
57c5769dd3cfe0b06033d558bd326448	Boomerang (Southeast Asia)
d3c3576c910b7934a85128a9fad00c3a	Carl Liebermann
fe4cfd3026a54ceda5afe19b538b1d16	Biographical Directory of the United States Congress
bc8e53cecb6b1819f03fca473dcb2d58	Thập niên 2290
436197	Andres Iniesta
73652	Kim Liên, Nam Đàn
1295815	Băng Ku
3272209	Tiểu não
1251176	Ngũ Phúc, Kim Thành
768c31ff80660da97f4a18f37e452cbf	Jesus Christ Superstar
99bf0d80dfbe2be9db04ead61554b482	Cường độ ánh sáng
1251534	Phú Hậu
ca30ddc933b09f34464a911e1f7fc17b	Thể loại:Phá hủy thập kỷ 60
12468	Tiếng Bồ Đào Nha
cd60c963254358210a9f6b18c13a1547	Idrisid dynasty
253183	Vĩ độ
a5ebac373c28edc32dea960b862d31a9	Phú Dương, Phú Vang
293859	Bệnh ho gà
a2aa92b22f2f5b1b7421accd9976386e	Will Kymlicka
1244146	Hà Hải
d1655203da88545b2b5b24a657d9ada7	Maximilian Ulysses
9b6cae8237a35ff3b984607a4dab8770	Securitate
348048	Trận Đại đồn Kỳ Hòa
92ff1ff99fac266bb02a1fefabb8b7a3	Danh sách các chủ đề khoa học tri giác
413496	Buggingen
2c4afdca894dcd69040d9fa16399cd26	Franz Moritz von Lacy
3195596	Parsifal
3268462	Justin Trudeau
3350375	Benito Juárez
1296149	Michael Haneke
8802fe3d4838fa201b20484a65711776	Các giải thưởng khác của Liên hoan Truyện tranh quốc tế Angoulême
1667178	Trịnh Thanh công
200997	Phnum Proek
29a3eb3c260721d3dd2f81825e9cbef3	Di tích Paleochristian và Byzantine Thessaloniki
70f21daf22b663b34859aa7708b43cc0	Hội nghị Pháp
20413	21 tháng 7
7530c14afcd82b3e2f8e3b028c962f20	Hệ đo đạc
229905	Chinh phụ ngâm
9f15795f9204929fbbf2b0ca1a125659	Air mass
529195	1555
183331	Thủy Phú
6a49c095c02f36a8f47e492bd3d2854f	Hậu duệ của Ali ibn Abu Talib
99434	Bộ Nội vụ Hoa Kỳ
58835e5605bcc28d842aa111acf1e561	Bảo tồn vũ trụ
305080	Alajuela (tỉnh)
238303	Giải nguyên
20990c1188073a8f3689fd3a441acfdb	Hugues Claude Pissarro
65724	Trần Thiện Thanh
3291805	2021
ce64d8d63cdac081e40b5079b4a30939	Amherstburg, Ontario
087db7ddf74c3ccd088a188893ab35a8	Abraha
2460026	Abdus Salam
233832	Núi Tượng
2421832	PubMed Central
c4eb6fa69991c40716695e12e3e71a63	Thể loại:Kiến trúc thập kỷ 1840
b05c7d52aef2ba74d5300a39b9824059	Danh sách nghệ sĩ Đức
1642984	Camargue
3331811	Giờ Mùa hè Trung Âu
9da2aeb4c88004026ee075ee8fa1cc33	Bầu cử liên bang Canada, 1921
b94524b197dfb31c78bbc65c3e397375	Luis Villa
243626	Foxtrot
51dad4267a5458e9f93fddcf102ad3a9	A Lý Cổn
4434	Hình học giải tích
115185	Cúp Liên đoàn các châu lục
107894	1923
7fe6486eaea9df53306a726b6c5ddbe5	Arthur Bourchier
3394383	Võ thuật Trung Hoa
365040	Döbritschen
73321f7e13cbca3e07c1696226aa9391	Axiom of pairing
c8cad87c6b8269c0a536a4e5dce80cff	Adlai Stevenson I
13b810c49a1769e61b3432653d84677e	Chấn thương
98327	Cơ sở hạ tầng
257465	Diệu Châu
3431886	Dù che
200aa08372a5f004635fe7d8384853f3	Broadcasting House
804478	Hồng hoa
31979	Mêtan
e1ca3c1ccca6654c77039724ae42a13c	Lưỡi liềm
578294	Thập niên 1810
71381	Tours
44120	Chủ nghĩa duy tâm
99934	Faridabad
313707	Bologna
6500	Quảng Trị
256aabbe61ecf4199353f1d1a68e58f7	Copa Airlines Colombia
3196714	Hội hóa trang ở Rome
a3f5abe8763f19be225d4b4518737c28	Brian O'Driscoll
0adf8b5f7b015825dc87823ee58ab83a	Chaldee
94171	Stockton, California
a0bbf254f49851da1a096c65cc08735c	Eaton Center
60914d5152fadc711df402553313f5e4	Phẳng
464873	Chương Hóa (huyện)
381938	Hạ viện Pháp
540992	7
2c744b6d9a53fefdd8663114e68c015e	1990s in fashion
820938	East Riding of Yorkshire
523787	1788
c704056f0d5fb5f0378f96e644ba5245	860-880 Lake Shore Drive Apartments
68649	Chủ nghĩa Marx-Lenin
6f68745d54ca97b9b1d79ba803779abb	Psalm 90 (Ives)
20230	31 tháng 3
92561	Đào Tấn
182670	Bette Davis
554cb1dc3ae825f96b15283aa3f1ee73	Conservation ethic
523ba25ecd197fdae31441e268f702ed	Chengyuchelyidae
268831	Chiến tranh Nhật Bản-Triều Tiên (1592-1598)
528956	1795
527127	Tiếng Kazakh
62458	Hữu Loan
4262c8d651fdb2f9e739fd5bc68b8d99	Công quốc Schleswig
1244461	Hoa Lộc
9fd24ad62f0dfff0fdd6001ae57da43a	Bibimbab
146877	Lê Trung Tông (Hậu Lê)
0a41d2219f1e1490407f8aa21c0ddcc6	Eddy Paape
1761205	JSTOR
0f14f8518853cadbb01e8734dc072e07	Christa Wolf
1344061	Bureysky (huyện)
1244702	Hồng Thái, Bình Gia
501575	Gdańsk
175706	Cacao
414610	Hạt
feebcd73ae3f87677802f1b18d218273	Death of a Salesman
