63096e84897868d4d2c84009096589b3	Arabinoza
f5b886fc4be6ce620bd8be62f7ddca99	Chính trị Andorra
3a2db510f28fb0851ef712c76949fda3	Chứng khoán kết hợp
bdcb9610a0422e2f5505c0691ae041fb	Bùi Bá Cầu
ff1fe165c32e9ec7f59e07d158914dfb	Năm thường bắt đầu vào thứ Năm
112683	Cao Lãnh (huyện)
3ba5dc35a897e3529b9126176d5fe128	Cam Thuật
519144	Lâm Tắc Từ
38294	Chile
9a76ebfc9404f3056f9af3491322480e	Thập niên 1000 TCN
93807	Bảo tàng Orsay
414002	Anderlecht
1750311	Buddy Holly
388013	1841
37b10ee76f8fd2970e6c11a3685705c4	Đảng Xanh (Áo)
3410453697f99741210d67af5c969db5	Eugene Labiche
419266	Giáo dục khoa cử thời Nguyễn
810453	Brockley
531980	Mã Tân Di
26155	Lái Thiêu
529338	1675
1ce9576a561da65b0ebada5775fe9f4f	Công tước của Bedford
307178	Chủ nghĩa vô chính phủ
186468	Cách mạng Tháng Hai
12486208	Bán đảo Scandinavia
df670f192d36b091caa89860cadb05b5	Collateralized debt obligation
8bfd39a19b6745505a16a96ebdb4dea4	Bay Islands
529159	1512
15247	Bảo Đại
fae2041d992bb77f348bc006d53b5ef7	Bạch Ngọc Phong
768c31ff80660da97f4a18f37e452cbf	Jesus Christ Superstar
2171	Hải Dương
40296	New Jersey
9298ea470d821ae8bcb6aaa5fc39370d	Birmingham District
3496	Tháng mười
c67aa11bb0ebbc54689ea1d13b1844c9	Thể loại:Thành lập thập kỷ 1520
20621	5 tháng 11
576685	Chủ nghĩa chống tư bản
9a621d3b0ebab95a31459c288ede620d	Chỉ huy
308356	Hòa ước Giáp Thân
cca3b24cf2401be97c89f4751ff63f90	Eduard von Simson
8d493b5516d72872aba0fe821d6f2381	Monufia (tỉnh)
a0a28c79c5e4050a874c7ce39b46b6ab	Arto Tolsa Areena
b92bbf3ad58f1279282e6e2fa0e9d623	Algoma District
3289625	Mạc Đăng Dung
278867	Thuộc địa
477926	Andrew Marvell
61711	Biển Hồ
20610	29 tháng 10
22da380c218b26ed32b4c8fcfe8208e7	Axiom of power set
10111	Flute
321437	Thị trưởng
70237	Aachen
188905	Felix Mendelssohn
123038	Tiếng Indonesia
53772	Thể loại:Mất thập kỷ 1760
293873	Lao (định hướng)
20452	9 tháng 8
20678	13 tháng 12
1249420	Gideon Sundbäck
152828	Astana
529253	1638
5612	Bà Rịa - Vũng Tàu
229731	Alexandros V của Macedonia
470746	Fritz Haber
1a89501503153eb3bb70c56aca9a80a5	I Quattro Libri dell'Architettura
1297826	Barbuda
20386	8 tháng 7
529356	1688
27736	New Zealand
97825	Tống Mỹ Linh
20211949dd1854a2d3009a726942b40e	Phó Hằng
525825	Linz
3cf3e77b78272a807d4ea82d9cf7eaaa	Gukja
529359	1690
252762	Du (huyện)
f68815ca1de4d2595123612b42795052	Champlain Valley
20569	8 tháng 10
333990	Mùa Xuân
2860	Pháp
7558	Màu cơ bản
127621	Aruba
38776	Iceland
108747	Bóng đá tại Đại hội Thể thao Bán đảo Đông Nam Á 1971
7348e4457aa25934cc5bf39afa19e917	Chủ nghĩa tư bản độc quyền nhà nước
1127219	Cao Ly Định Tông
545842	Elizaveta của Nga
485ec14549c8767a89ba2b2ad99b9f09	A. chacunda
856	Nga
45935	Esperanto
528038	Liên minh các Vương hầu
08cb251ba416676e6553dbe6c1a4f930	Dòng họ Valois
3049b99cf70c3e669b4ee734a5b77010	Đối lập Cánh tả
794f33b6e10b352ba47b47438ccf61c3	Giao tiếp thanh lại ty
66902242a8484e1b42ea12d3e21daeeb	Hình dáng Trái Đất
c8f22b0d4ff331aa9924fb3e525d6f45	Episcopal Church in the United States of America
462498	Chiến dịch Bolo
18604	Mùa hè
d504b83cf9437ebc2fb22e449ad08097	BIBSYS
490948	Văn Tông
189596	Chí Đan
20697	22 tháng 12
2019	Tế bào
2218429	Rạng đông
07613a394ab21ba29f5ffbe7ede59075	Chiếm hữu nô lệ
529561	1598
f752fc3a255497ef9af5aca92e1a59b4	Thể loại:Thành lập thập kỷ 1010
27360	Tân Dậu
f912ad06c25f9bf7aeccf3bb61afffdc	Alfred Uhry
d5ed7aad6fe52f7cbfc8b4afae1ab83a	Chính trị Quảng Tây
74a05daacb7b97b86a4ead9508dc707c	Chiến tranh giành độc lập Ireland
528480	1704
29758	Miền Trung (Việt Nam)
241904	Navarra
2195341	Chủ nghĩa xã hội mang màu sắc Trung Quốc
567308	Chủ tịch Thượng viện tạm quyền Hoa Kỳ
366031	Radi
eca89e64fe7c8fb08479a6e5e64ca743	Bảng chữ cái tiếng Pháp
253234	Gia tộc Minamoto
543974	Cú pháp học
270616	Asso
3221559	Duyên Hải (thị xã)
7e29540818043432ae6551bc22ddfb00	Giao thông New York
3253846	Báo hoa mai nguyên thủy
ccf6031033c90853ede034010524a27e	Degussa
97952	Gia Lộc
52157	Mùa đông
392131	1815
106066	Frédéric Mistral
40c0556cb608efea1e68ff180ed931a0	Al Maabda
1639ab44e76f74d3a264214ccc622708	Critical discourse analysis
3510739	Chất nhuộm
733410a6a5708828f54777751ef28390	Al Lith
61a5fcfd5c17014dcac10ce0bbd245bd	Dinh Trà Bát
20286	19 tháng 5
107932	1948
2530171	Chiến dịch Hạ Môn (1660)
3122541	Chiến dịch Thăng Long (1786)
a9a9a8ffc77adf31c6c1657845272d3e	Châu Sa Bồn
f3df9a36ec44a24922ac13bd92e8286d	Cerveteri
15e977cdaacac5b025c8c412f9b27f88	Alan Brooke, 1st Viscount Alanbrooke
529396	1605
244468	Chiến tranh Tây Sơn-Chúa Nguyễn, 1771-1785
4263	2 tháng 9
65514	Dự án Gutenberg
7795616	Ngô Sĩ Quý
368976	Charles Albert Gobat
71544	Amiens
15144	Châu Phi
529330	1670
1e2d7fa58c2864ab21559e464c9d9112	Giải Shaw
5ba55068bb13206b83023f2fdbf69506	La Pampa (tỉnh Argentina)
809238	Dương Tân
1749954	Công lý
1244686	Hồng Phong, Ninh Giang
270987	Bộ luật Hammurabi
820247	Chicopee, Massachusetts
104605	Gabriela Mistral
238134	Lý Tài
345c85f00a03ffa7fe5fc61609cea4cc	Dance of the Happy Shades
461372	Aumeville-Lestre
19482	22 tháng 11
77bbc8c84cb391a6453ff01e08147385	Benjamin H. Brewster
eed62cc8cfaf7b6c0973436204b5bea9	St Anne, Alderney
343551	Diệp Văn Kỳ
71994	MiG-15
2259968	Công nghiệp sáng tạo
20089	15 tháng 1
8948d8d074d2d6df09f4bb78a64d1cd8	Kiến tạo địa tầng học
294584	Algiers (tỉnh)
1242134	An Bồi
b22926e796ecf5d2726b3393eb320555	Vịnh Belfast
63467	1992
1321105	Selçuk
2451988	Alfred (Dvořák)
3521443	Cấu trúc
3478363	Côn man
b6168e65503d9dc033e71ca78604045b	Bernt Michael Holmboe
806102	Danh sách các đơn vị hành chính Quý Châu
25651	Audrey Hepburn
1934ef4b67874e6f79476fcf48420b10	Arthur Guinness
5022c69626e9af40f0be7464805c09da	Ajyad
1678582	Hầu tước
3242709	Latinh
234976	Lê Hy Tông
48592	Chỉ số phát triển con người
109543	Thể loại:Mất thế kỷ 18
e6f0293d348b9cb8ebf7dbfc809f9e2d	Commonwealth
2422333	Alevi
cf7b78f1ef16b188e8e62ca2d4c81b87	Chủ nghĩa công đoàn vô chính phủ
58395	Bakersfield, California
53752	Thể loại:Mất thập kỷ 1670
16173	Cà phê
33909564bd32320eed7feb11caf38b71	Harmon Craig
ad99c359626dbd15f2c2915a7292fb35	Mary Robinson
60249	Phi hồ ngoại truyện
33743	Hungary
2564	Rượu
20180	26 tháng 2
449926	Giáo hoàng Anastasiô III
530396	1429
13211	Bão
5e372e1757cf5588cb63a4faab6d19df	Bùi Thế Toại
369888	Mohammad Khatami
3517a69a19eccb53495eb6a6937ce09a	Harold Bloom
62463	Scotland
84299	Phong trào Cần Vương
1276735	Hãn quốc Sát Hợp Đài
3292478	Trường Trung học phổ thông chuyên Lê Quý Đôn, Đà Nẵng
3511260	Bang Lucerne
b66415e1c08248668fcd5d04226f4a34	Thể loại:Sinh thập kỷ 180 TCN
375318	Hồ Chí Minh
403555	Bộ Giao thông Hoa Kỳ
41649	Vua Thành Thái
3185778	Giống ngựa
69405	Augusto Pinochet
2360553	Aeneid
276563	Dặm
33500	Bari
27219	Nhà Lê sơ
40712	Indiana
528954	1792
20254	1 tháng 5
6cd9313ed34ef58bad3fdd504355e72c	2229
42984	Khâm định Việt sử Thông giám cương mục
697ed2f230b09c509910ed2d9851a541	Koprulu Mustafa Pasha
544311	Lewis Henry Morgan
1265545	Sách Khôn Ngoan
8f1a9f780780e7f5f080aeff3f55a2cd	Chủ nghĩa siêu việt
4b9cb549d52271b2aad51ac587e1ae48	Cosimo III de' Medici, Đại Công tước xứ Toscana
21971	Thành phố New York
6a54283b280abfbba67a41d4150a9f56	Biến thể
568518de73bdd45d5b3cc5aef9bd0da6	Alaol
436211	Cấu trúc Trái Đất
20421	25 tháng 7
ab622eb2f8f246983b7f922f247918f6	Châu thổ sông Yukon
ba0922eeb6279e56b1416a2fe41873f7	Danh sách các tàu ngầm của Pháp
2f18b0009d2ad937267f92aac99a56d5	Erica Jong
9c2eb74e609c35721849c92f09170f21	Walter Nugent
1682955	Rattus
76493	Hải quân Hoa Kỳ
511403	Vương quốc Napoli
5e838effc04095549937349306e29406	Phương pháp vô cảm
fdba0289113ea27069349eff510dc682	Charles J. Bonaparte
782a2f92336c40579638a733f74049a7	Hoài quân
643952	Cách mạng Ai Cập năm 2011
530398	1431
507576	Phủ biên tạp lục
392185	1845
6030fabaaf9b0307399e1589acb7b1c0	Chữ ký
20561	4 tháng 10
341208	Auguste Pavie
3268044	Bóng đá tại Đại hội Thể thao Liên châu Mỹ
68948	Barcelona
27789	Ludwig Mies van der Rohe
20695	21 tháng 12
2be449156dbb1c3912b0d1e7aac8d4b9	Forest Hills, Queens
206110	Cổ Lâu, Từ Châu
116460	Otto von Bismarck
1400484	Bengal
b70544d986e85bd3a1886dedadba0463	Bài ca lưu biệt
dc59e5e5ed56fff8dd7b2040465973bb	Danh sách các nhà chiêm tinh học
266811	Jiddu Krishnamurti
27211963f7a7049e503292c540849058	Chúa Giêsu trong Kitô giáo
18855	16 tháng 11
3135	Thái tử
2448787	Belisarius
cdf1e288ca02272e717c9d5e4cb180bd	2194
8ed4682c65483eb874efce4dae013cd2	Harold L. Klawans
1443741	Cửa biển
796085	Bautzen
206111	Cửu Lý
794163	Bào Siêu
d5f3f2218ed2f521c88f95ec37648e69	Chu Thường Kỳ
294573	Adrar (tỉnh)
96bc4d2de91af50958228aa8d683422b	Channel Islands of California
27316	Kỷ Mão
1265773	Ao mặt trời
783610	Coahuila
405858	Bộ Thương mại và Lao động Hoa Kỳ
578435	1607
769396	Biệt điện Trần Lệ Xuân
31398e016ba237d21c275318013daf92	Friedrich Christoph Oetinger
2f681c40b9f7b0955f3ee3642da5eb6f	Pentose
797	Canada
ceaf2965b96200f8d6a82b56c9818769	Cưỡi ngựa tại Thế vận hội Mùa hè
ec5c69ca57d429388a04f5f9d59f3cf7	Bernardino của Siena
536dc327a5dd9a519201e59ad3b1a1c0	Danh sách chính đảng ở Colombia
5a05299d481cbe47c0308cef7340445a	Chu Dực Lưu
1f682a2544b6bf24ccfadd3c0ef2bab6	Biển số xe Thổ Nhĩ Kỳ
540964	252
4198	Xanh lơ
662b19ebee3650f9725291335ff2f114	Bóng bầu dục Canada
99226	Lê Thanh Nghị
2c616a47b0beebf5e21cbb4762e971a5	Inge Morath
16369	Archimedes
87cb638746a9eb17b8ba7cbf0d85c76d	André Gros
57655	Thế kỷ 10
3dfacb64b58531b34f8463481fdb5bed	Arbroath
570853	Liên bang Bắc Đức
01ab6098aedfa8da47818c43c3bcd0d7	Algonquian peoples
53747	Thể loại:Sinh thập kỷ 1650
294592	Biskra (tỉnh)
c9dca481422da62b685a550ac49db361	Giambattista Bodoni
230370341c3f715f578705e3336f5483	Conceptual art
30992	Immanuel Kant
22176	Cấp sao biểu kiến
1532115	Clément Ader
20257	3 tháng 5
03e41309332bf76c07bdb010c93ddfa2	A Day's Wait
20576	11 tháng 10
066cb65ee0e0d8c5ca07c20d2db2706b	Air taxi
53083	Thiên Tân
fb4b7d5f8a9a0ce15aca8c012369a3f2	ISO15189
529178	1543
346756	Bành Việt
fb5d805f5b3b22e4fd4a1bc66875dbe3	Hue
cfd427bfa3c8cb96f0795db5523bb317	Danh sách người từ New York
35390	Hy Lạp cổ đại
3717618	Bác Nhĩ Tề Cát Đặc Trang phi
33a75322d98b8c26eaf3e8efee65d8ba	A Farewell to Arms (phim 1932)
3389216	Edward VII của Anh
6ae50cbdc48852fb565f1ee4c2324503	Hành tinh chiếu
45a4fbefd7f49d18cb931b3c581dce68	Bechtel
3140895	Arthur Miller
387967	Heinrich Otto Wieland
3663374	1944 (định hướng)
ece1cf894d7f7e1c4c8a1885dfd54c3d	Thể loại:Thành lập thập kỷ 1790
20644	27 tháng 11
388069	Hoàng tử
19110	18 tháng 11
459980	Antonín Dvořák
567153	Tả Tông Đường
3631411	Hạt (Anh)
e11cfb0718a2c3f9e019ae852a7b47c3	Alexander III của Scotland
531774	2016
414252	Bùi Đắc Tuyên
2214	Chăm Pa
37852	1789
c3dd17b1baedb59f429c246b69b615be	Chu Do Củ
253183	Vĩ độ
56df2dca479d6af5f5bf2da8ef55c44d	Chiến dịch Gladio
578311	Thập niên 1680
529761	1340
122191	Bản thể luận
53590	Chủ nghĩa dân tộc
492f0a3bcfef3a365dd9d346532653db	Lại bộ thị lang
238044	Gia đình Hồ Chí Minh
11531488	Ahmose-Nefertari
320351	Andrew Wiles
78176	Quân sự
372820	Chùa Một Cột
20187	1 tháng 3
581469	Maceió
5333	Loài
10147493ef1998dfda5249fb8f64f7db	Edmund F. Robertson
17598	14 tháng 11
2429577	CGPM
77873	Khang Hy
0c44de595f737cbed460e00f40f79381	Kháng chiến Pháp
99cb7942fa4f11554ac84a22b9cbc03f	Kết tinh
c8cdd410ef50d241b7ea9851444c88f0	Các tu viện ở San Millán de la Cogolla
183799	Diêu An
53719	Thể loại:Sinh thập kỷ 1510
102806	Air Canada
506ee6c3c75e60545d3e36ae815d212e	Anne Robert Turgot
5aaff53d84e085b68a51601a368a55eb	Cách mạng Đức 1918–1919
ad6224179e6a42bd3f6d5ead851f6e92	Arturo Illia
41102	Jean-Pierre Papin
581422	Alagoas
9556215	Daniel Boone
3689085	Amar pelos dois
1343554	Calçoene
1289723	Dương Lâm
529250	1636
147204	Kỵ binh
6168	Nhà Trần
4a008745b8593f9118120d66d59e8c43	Chính phủ Iraq
152514	Bratislava
528912	1747
e1ca3c1ccca6654c77039724ae42a13c	Lưỡi liềm
d5ba7ddb30f8f87a3b2bfef35f90d87e	Archevêque
2d73e00faef9b01ae776ac106f135f22	Ashur
f0ee88f88b2bb12a3c34e1cb8a328c6a	Andreas Felix von Oefele
b4c989e3133d23adbca7f1424e99920b	Joseph Duplessis
529773	1345
39868	Hiệu ứng Hall lượng tử
7627dded4dbb0b3df73beccecf2a8fba	Hợp Phố (quận)
20313	3 tháng 6
238471	Dân Cần
90a3b112db4c71ccd6ac943d51751e61	Cung điện Portici
3152007	Giải vô địch bóng đá châu Âu 2020
87178	Bảo tàng Chiến dịch Hồ Chí Minh
187194	Acre (bang)
12460	Hàng Châu
263688	1885
56337	Bù Đốp
6aca4ac49793ad7cab62085ba03aaebf	Bán tiểu sử
9574e02b00b61ca993e310d1651fb9e4	Ban chấp hành trung ương gửi Liên đoàn những người cộng sản
53755	Thể loại:Sinh thập kỷ 1690
3303559	Encyclopædia Britannica Eleventh Edition
0cd256e7ddcf8a223a49e4a433fb2818	Chamaléa Điêu
9c9f94c6abb16ae0c25da38bc2fd78b4	Cồn đen
bde8363f780b94b904a62c75c4520705	Shareen Blair Brysac
267301	Boca
6a45bcbdfd8d992b4541281497ddf994	Bangar, Brunei
ede895c14fc6f0b316622995016e6e11	Cabet
d973bda851c4936862c57f97c3afe1fb	Tả Giang
fca0789e7891cbc0583298a238316122	2134
460466	Danh sách vua của đế quốc Ottoman
313707	Bologna
18171	Hoàng Sâm
31817	Người Việt gốc Hoa
3173545	Apollo 13
1741898	Lý Tú Thành
c35b7bc2dcb960bd09367c9dc0feb9ae	Charles Taylor (philosopher)
28426	Hidro
06b53b60bb4d437daebf8ddddcf1056e	Hazem El Beblawi
21930	Furan
df840d20cb73631e1d9879e59f5dd237	Serabit el-Khadim
9200	Phong trào Giám Lý
16353	Harold Pinter
24486	Chùa Xá Lợi
529382	1698
578316	Thập niên 1640
60516	Bệnh phổi tắc nghẽn mạn tính
a4484c8c12776091b174cc6f65c95752	Cuộc hành hương Vĩnh biệt
110273	Chỉ số nhận thức tham nhũng
504866	Caritas Việt Nam
4862	Thái Lan
95376	Alexander Graham Bell
c59a49972167d5ffcc53b0efd374793a	Chủ nghĩa tư bản nhà nước
702e5aaa38342ed8223add877cc38d0d	Chu Nghị Quý
8f44cdcbcc9c986a39b754d71190719f	Công viên Thiên Đường Bảo Sơn
806fad5c8d29f42a69f62bc5c26403f0	Anjouan
32388	Hồ Erie
b4679ee37e9e53fcbef3902de5dfb0be	Atlanta Braves
529181	1545
fd52aae285aa304edd50d55cfa45f39a	Armenia thuộc La Mã
25521	George Washington
48293	Chủ nghĩa xã hội
108519	Bóng đá tại Đại hội Thể thao Bán đảo Đông Nam Á 1959
94191	Anaheim, California
9086	Bồ Tát
527235	Thể loại:Mất thập kỷ 10 TCN
799655	Giày
9660b5d73b0bb048dd37e31f46a91099	Alexander McCall Smith
8075cfba66fdd3d0a9d5f2eefcf8a591	Linh tiêu
392180	1839
26e09cd4b0e249de7dc0a23112259c72	C. Paul Jennewein
276483	IPA
8aa0db44bd7fa10cf371d530d909fe37	Aupark
f5ed634667af14c70095610e7e50444c	Gia tộc Sakai
0a35b51496412c1540069e91c2de087d	Cyanea lamarckii
455062	Cung Thuận Hoàng quý phi
405418	Biblioteca Nacional de España
825548	Ngũ Chi Đại Đạo
106549	Dặm Anh
bb52d38ebde276f2421900a267c92dbd	Maria Amalia của Saxony
3124085	Gaspar d'Amaral
30325	Giáo dục bảo vệ môi trường
835914d2fbbea15df5f31b56505ebf6f	West Java
144111	Henry Cavendish
406eb4580dc22aed11f8d1ccdc12fcae	Liên minh Trung lập vũ trang
6fed30060ee5aec3208a7d868bf781b1	Able Archer 83
258487	Bắc Ngụy
8773	Bồ Đào Nha
a934cb843ae0d6ae1cc1813acc77bc6c	Cuộc chiến giấu mặt
21c78708f9f9e8b02e67320a427e9513	Boa Vista, Cabo Verde
92990	Decibel
eec72b5d29b564de9ca5c537adb3c75b	International Music Score Library Project
1405374	Biển Beaufort
c7583ac7e2ad078f29c95d8c49b5c902	Carlos García y García
685556	Bùi Danh Lưu
392202	1851
464873	Chương Hóa (huyện)
3424658	Bóng đá tại Thế vận hội mùa hè
375472	Claude Debussy
19ae1540c5623701e6596a1e3fd07926	Carl Friedrich Kielmeyer
529552	1597
61fba7d3f5beb1183a6465ddc47a829f	A Cáp Xuất
176076	Hecta
265520	Antegnate
20699	23 tháng 12
1127278	Cao Ly Hiển Tông
46	Bộ Kế hoạch và Đầu tư (Việt Nam)
146110	Hội đồng nhân dân
20176	25 tháng 2
1f41d78ddbf2ccce809aea9eb99b59b0	Bloomberg Television
2528	Khối lượng
df3fad8e83557b863716d081f35191a6	Alfonso d'Albuquerque
346069	Các nước thành viên Liên minh châu Âu
529888	1225
3410089	Triết gia
197767	Giang Vĩnh
11198	Hậu Giang
529997	1215
fad8b8750fb3551ebd246bda29549312	Mouvement Réformateur
6d902175018ddf715ae42e0621f590df	La tinh hóa Yale
1617807	Gérard Depardieu
86909	Phan Bá Đạt
8ff2f48874f6b85287b0a17337e19c3c	Blanche Lincoln
2565c09581edf6a429dca767ae5122a4	Atlanta City Hall
12317654	Phan Lê Phiên
c56bb2d662b148fd937e2d4d30bc88b2	Khoa bảng
268524	Citerna
331f92e15917d7b8ccd178e0f547346d	Thập niên 1050 TCN
5e42ab2218908ab45034f1c4740b001d	Cali, Colombia
3392479	Bóng đá tại Thế vận hội Mùa hè 1900
974	12 tháng 4
10066	Pháo
502952	Würzburg
48ecb39ce6a963faa46be436cd120218	Tổ chức DOI Quốc tế
eb29053a9710c21314d5336df8618848	Tower Hill
3666942	Nguyễn Như Thái
d5e038aaa13434982fc6135c59f3375f	Edgar Adrian
7e521db8bad88ede93a3b270322ba762	Bất đẳng thức Kolmogorov
20670	9 tháng 12
d266817bef41b2e2c67d04b035dc1c1a	Bóng đá tại Đại hội Thể thao châu Á 2018
35e2ac44063e5b37f34745542fe9a520	Hoàng Minh Thắng
bf9a75328da5268ffd9d415c330bb42b	Tập tin:De-Anschluss.ogg
cc2c8597d862d83a4dbac689d00c3333	Phosphodiester bonds
36532	Bính âm Hán ngữ
578403	Thập niên 1010
530552	980
12320	Nhà Đường
d09d782125365551c6b8c3e2abf1fecb	Sue Gardner
477176	Bồng Sơn
573800	Batesville, Arkansas
83574	Châu Mỹ
35f68881d4ab8f87947ee1921ed9738b	Prince of Asturias
621c89912257e939af2b7fc920f7cd8f	Chu Tướng Quốc
244578	Chiến tranh Tây Sơn-Chúa Nguyễn 1789-1802
528864	1719
171fb19c1efd232241403e5a410ba8c4	Bengal School of Art
6118bcd0d124940da0aa762b67187f88	Qing Empire
5384	Hermann Hesse
392194	1849
d88e2c51cc2b6af1a7ac619e53847380	Andrew Moray
f1fd3c58fbafd867dac709b68fa3ce7a	A Nhĩ Hộ
1140998	Đồng bằng Ấn-Hằng
233857	Dương (huyện)
1f9e107f72272b3051f27afda0b8a7be	Bản đồ tranh
199477	Phụ nữ
327705	Đường Thương Đế
3277928	Cộng hòa Nhân dân Trung Hoa
3180497	Khanh sĩ
359401	Lăng Chủ tịch Hồ Chí Minh
18563	Nhiệt đới
7477825	Kỹ thuật hệ thống
203226	Thập niên 1900
c414a7af015005cf16cc0bab078abc74	Các hiệp ước Velasco
839004b1ed028561758c8b231bc53bb1	Berbice
55565	Đàng Ngoài
631dea7fa1a6e2984bf725721de07b3c	Eiroku
304175	Ferrières-en-Brie
2393327	De Gaulle
c3592878f89c605006c2f96b4437ab0e	Rashi
53783	Thể loại:Mất thập kỷ 1810
96184	Công nghiệp nhẹ
68736	Agra
86293	Giá Rai
68850	Bóng đá tại Đại hội Thể thao châu Á 2006
461442	Annoville
11cf34d6f0f1c3b90bd9b45a861ffcf4	Charles Bukowski
107896	1926
1244000	Ea Nuôl
9e793b77b36594052ec92908992a84d4	Licius Varius Rufus
2a949211bcd6b17844bdfa9fe7c1dfbc	Chiến tranh Seminole
3389787	Aquileia
585404	Thể loại:Sinh 2010
3231829	Trịnh Khải
79c231c9859c1098cb39287b631a65d6	Dino Attanasio
529345	1681
19467	Thể loại:Sinh thập kỷ 1900
30cccab0700409dba2bb61494b5852dd	Binh đoàn Shenandoah miền Bắc
802617	Assab
7fdf69dc8838141e86016d189ac9454a	Hatamoto
234087	Bayan Nur
6f8f88fca53b06ad11f0fddd82d1eca2	Cruise ship
f46372e6508d026baf7e3ebad7a80b20	Ceremonial dance
94467	Doãn Tử Tư
72030	Auch
63998	1973
578361	Thập niên 1330
45177	Dortmund
413424	Breitnau
1320446	Bergama
be7172da124affa209f67759858a3e44	Bách Sĩ Thái
418c6f4fd55da6a752acb2aed792e1c7	Thể loại:Thành lập thập kỷ 1830
1614127	Vissarion Belinsky
821189	Città di Castello
629738	Ban Chỉnh Đạo
146877	Lê Trung Tông (Hậu Lê)
3149640	Bắt cá bằng tay
194723	Duy tân chí sĩ
53727	Thể loại:Sinh thập kỷ 1550
2468866ee48f89fc0714d69daf744487	Antal Dunai
95479	Beirut
e773874301673da11202e14a3548c2fd	Caroline Matilda của Wales
20388	9 tháng 7
839821	Món quà Giáng sinh (truyện ngắn)
112526	Cung điện Thủy tinh
3262b9d52eebd3540613791a391d13af	José de la Mar
289087	Lịch Hồi giáo
87355	Chiến tranh Afghanistan (1978–1992)
65d4ad4d214278ee598a64401f5079b4	Chủ tịch Hạ viện Ba Lan
268671	Giới tính
3264130	Chi Bạch dương
491403	Bộ Lục quân Hoa Kỳ
fc435e103e30bba981ff717ea0c3be1e	New York Tribune
95292	Áp Lục
808161	Nguyễn Văn Bình (chính khách)
6140	Khổng Tử
10411	Niết-bàn
227718	Alessandro Volta
1127299	Cao Ly Nhân Tông
1264091	Đế chế Đức
11764843	Bảo Từ Thuận Thánh hoàng hậu
1328	Quảng Nam
2da61b041354d0827b8fb94beda18c7f	Benjamin Thompson
f7ac829a24ec4a8fa01c1df4c692dbea	Frank O'Connor
3693505	Ban Chỉ đạo Tây Nguyên
403130	Biển Camotes
f418c6abc0757af8f18f70d8b58514b2	Hoàng Go-Sakuramachi của Nhật Bản
9ec5802c52c1280c9eddb55e39297a3c	Death knell
9bb03b789fdf3da0591b569e4fc2dfda	Thể loại:Kiến trúc thập kỷ 1620
9f844deb461bef1b7fefcde300e02eb0	Dữ liệu về butan
101514	Hoàng Diệu (định hướng)
7874402b7c3f2d212afb1d5b0aa6a38d	Imogen Lloyd Webber
7236aa28f4eabe57d4c006d866ed5a33	Domenico Giliardi
811570	Gáo Giồng, Cao Lãnh
9e030003e83845588de807dad5981467	Daiei (era)
3874	Lê (họ)
454934	Devon
823766	Danh sách các tác phẩm của Anton Chekhov
387965	Adolf Otto Reinhold Windaus
392238	1868
