1519217	Curitiba (định hướng)
9230	Phong trào Nhân Văn - Giai Phẩm
1ac03d9c8efa4b3623898025c2707d67	CBC.ca
309886	Bờ biển Amalfi
7161a4c754ea759a141c3a2229f69977	Giả Lỗ
200966	Bavel
0b7525f88388b68f3cc6cc9fda9799df	California Coast Ranges
1243346	Cương Gián
38754	Lenin
2451149	Lê Long Tung
5f5dfd5279c3ec08e8dc5c89b23494a3	Imaizumi Nami
289087	Lịch Hồi giáo
253133	Cao Bưu
2fb3436706eeeeacc48441ee59d7b715	Brava
102400	Danh sách hãng chế tạo máy bay
279999	Chianciano Terme
112aa0f2d41122b2769b1878accec368	Altona, Hamburg
420763	Bắc Chu Minh Đế
86de9e4ca9d56b4afd1bbbcd8d3b88bd	Diêm sinh
80eedc5cac0fd2dc116542c874a23d3b	Alawites
4490acee7a1ac906937a23dbf2a0bec1	American Heritage Magazine
978c847f0b45bf02d85ee354377f1dc6	Archelaos II của Macedonia
646171	Vĩnh Diễm
797976	Campofelice di Roccella
82622	John Maxwell Coetzee
829173	Nhà Bourbon
3701833	Nhà an dưỡng cuối đời
3139492	Câu Ngô
71474	Johannesburg
35415	Nhà Mạc
1716916	Người hướng dẫn luận án tiến sĩ
413423	Bötzingen
222455	Gia Thiện
100589	Air India
7864edf1678795f993addc42dbdef994	Sân bay Addison
72b4e66ba87a9394792fa15c82b9c1c9	Thịt ba chỉ
126966	Sông Chu
36086	Đoàn Thị Điểm
882f28242d1c3acaf61f90a1e18828a9	Arnošt Lustig
405426	Thư viện quốc gia
2664cfa85a622e5f79ec13ea12700ef3	Chính trị Hồ Nam
3704767	Bắc bán cầu
73821	Ức Trai thi tập
3261157	C.S. Lewis
895507891fd8799345714bbb409e1548	1888 Democratic National Convention
310463	Thư kiếm ân cừu lục
24bc29f54a497e6bd9c12c9f85f09f11	Cơ thể học
346362	Baizieux
2f27c4c4ef839f954807b08c7a3a9515	Đạt Tố
44424	Hệ thập lục phân
cf1f7b8bc0f2ac397d1bb9e46c7d5fd4	Giải thưởng Tưởng niệm O. Henry
4b9cb549d52271b2aad51ac587e1ae48	Cosimo III de' Medici, Đại Công tước xứ Toscana
058b5842e501b6387eb0d95f94e9e7ca	Carl Röchling
531344	602
529900	1238
968	11 tháng 4
3718884	Cung Duệ Vương hậu
6111d7ce52cfc3eff1f93255f2a69a67	Avestan alphabet
843804	Avianca
3b8ba7a2ce4d7c931eb4b72a8285182c	Khung cửa hẹp
127177724265d525f7fe94bf2efe67ff	Bốn yếu tố của kiến trúc
be34fe02dd1b2208ae31d84e154ede6d	Xiêm (định hướng)
4fe700f37fc1e05b82a23ef03e57cf71	David E. Bonior
4073	Bắc Bộ Việt Nam
328693	Kế Đô
2287015	Bộ trưởng Bộ Công an Việt Nam
820129	Chelsea, Massachusetts
ea59d45536183ccf80dcf2b547b13ef8	Bon Voyage (phim 1944)
148809	Phạm Băng Băng
bcc796c617e4ef826fcf46b9aa25c9a1	I.B. Tauris
259468	Núi Két
3424060	Báb
57476	Triệu Sơn
753334	Sân bay quốc tế Cancún
47b2d1322001430f23f97e6e811d434a	Peri
86038	Kilômét vuông
71d23eebd12c68228e1320e799438880	Pulitzer Prize for Drama
618441d41cce47dbcfd9bed6e5ff64e6	LF
3674743	Bệnh Lyme
5a9da9945da6c56e8f4bc351a4537f0f	Ung thư máu
1f13528137b80ecdd0e018bb7114313d	Hòa ước Guadalupe Hidalgo
86435	Bộ binh
230531	Hoa Trì
e8c334a6b970c54c1a72d6ae70c79d05	Che!
555317f63794c0b5a793c42da4436ebd	Jacques de Morgan
532232	371
d4f0706e6bd094aea6a60b20b3efc15c	Albert Mandler
2d3493977d43f72105f93f5d9e5c1519	Sách Ai Ca
0de1864572dedd5f4d3da16c1cafd6bf	Danh sách thành phố Kansas
151309	Lục Nam
638296ec6f3e77d2f50653f14f6d5dd8	Chùa Bồ Đề (Sài Gòn)
d0b1a5b8eed68c7f8f3c29a271fdd1af	Lý thuyết kiến trúc
265527	Barbata
3521061	Chính phủ Nhật Bản
74637	Bốn mươi bảy Ronin
778768	Kedah
20661	5 tháng 12
53694	Thể loại:Mất thập kỷ 1380
1250975	Nghi Công Nam
72ecf92f993340b7bf90c57c7b7f0f2e	Túi xách
59883877168ab918c5480cc551a87249	Thể loại:Phá hủy thập kỷ 1420
202106	Dặc Giang
f3bbd3cb4aa3163c1248a77c8625a235	Blithe Spirit
ab7640f062e418ed8262b69aa57b7ac1	Lester B. Pearson
3492051	Chung Quân
54287afccac0d5f9bd485a7aaf9279a5	Aedile
b055199e9b59be04ecf9bee7a454c50c	Nippur
6d48c2a9938ead1804131036062bbcb7	Frantisek Smetana
1127222	Cao Ly Cảnh Tông
1484977	CMYK
147869	Rau
1127341	Cao Ly Đới Tông
d02e73eb2b6c6d0d273bb9d3798b05a9	Người Aragon
274716	Tống Ái Linh
531909	452
2263481	Elizabeth Báthory
299727	Phạm Hy Lượng
5669	Lao
345459	Nhà nước
1232881	Cao Thuận
107810	1902
671aeefd973631bae5e0ceab8ed72ee5	Bãi Sạn
a76f981cce05fce68ec8f1e269469965	Nòng nhẵn
f08089df05d8802e6cf4b361f22fc690	Exhaustive ballot
f077db43ce20a311d241f14f44dd1896	Sông Geba
4682	Thượng Hải
a0bbf254f49851da1a096c65cc08735c	Eaton Center
6c04ce5f3c17b10ff731246f6c52fe94	John A. Rice (musicologist)
314222	2009
8ac93d2a9b32fd75ea79a677a2d80f11	Artur Schnabel
77773	Khang Hi
1fbddf8a9901daf572ee3b4fdedf6a6e	Chính phủ Kazakhstan
865200	Miền Bắc Việt Nam
b065b6b57f221e5321bc5df66762fcc7	Bo-taoshi
1939910	Giáo hội Công giáo Cổ
276600	Ahmad Shah Qajar
1297822	Tobago
62901	Phe Trục
802571	Trận Hastings
77ad44b2df3ffa9749e84c54d108f3c6	Louis Marty
b673818a13e45686cbd0a60da577921d	Kinh tế sức khỏe
281717	Bar-le-Duc (quận)
adb5cbc3d8a754561ee835ab699fa7b0	Sông Bhima
cef38a690eb1c0866a4c731760a24b95	Broomball Moskva
11863329	Tertullian
250073	1802
530440	1464
f262b36350d41be0e8d8585636e90cfe	Chủng tộc (điều tra dân số Hoa Kỳ)
816329	Albert Szent-Györgyi
122516	Tổng thống Peru
61331	Ngân hàng
51a2d3ae3d2b2302ad1bcd01d1cd2760	Chief legal officer
296256	Chiyoda, Tokyo
132265	Chủ tịch Trung Quốc
470974	Alan J. Heeger
886b719059e28905286a4186d9556f3b	Hans Werner Henze
34d43c879a611d0f810f096827e06e5c	Albena
3155255	Kim tự tháp dân số
78378	Bowling
7ef28a53865a0d2a9708b9593886066a	Jacob Fugger
f31586990871cb29cf2e3f20bf7dea4d	Enbun
7157e697bf06ebee679eeeed3f979e41	Atlanta Silverbacks
62935	Chennai
3a433604a9ec0fdb7845b261a7ac3feb	Deoxycytidine triphosphate
805869	Bạch Liên giáo
2e80bb63d50a47a703330671587841eb	Hệ thống dẫn đường tự động
cfc176267e93b6504cba58be34c5c7fb	Amerindians
7460	Nguyễn Sinh Sắc
59190	Binh chủng Tăng - Thiết giáp, Quân đội nhân dân Việt Nam
437822559bb802253e2386b69dd5be62	Barbara (khu vực)
3256	Hồng Hà
3179824	Gương lồi
9b1fb786bb3b0353e10bd6b0070c4fcf	Antoine Charles Louis de Lasalle
702710	An tử
183680	Di Độ
c64a91f2e539be302bf0869269ff414d	Baby Jane Hudson
ea0bbf72ac17a5b655246e2c4613333d	Củng Xương
38767	Bosna và Hercegovina
109856	Đào tạo
104846	Pablo Neruda
117119	Danh sách đơn vị hành chính Nội Mông Cổ
106318	Bá Đa Lộc
272462	Chiclana de Segura
c531d4b78c596caf020736947dcf042a	Valery Jacobi
e873fc7b9754cfe7bad9b7ec7d0828d7	Banyeres de Mariola
1fb90ed0c7d9be591d235dc3b7597438	John Charles Fremont
4194	Tòa Thánh
645375	Nhà Orange-Nassau
100975	Bột Hải (biển)
3693393	Long Tuyền
1251509	Phú Cát, Huế
e2683292243f8a2dc3be46fc6a70dae3	Dương Châu thập nhật
9529c3eefe97b53f274db7d0ed552c57	Vua Babylon
2452113	Rhone
f8fc05728e1ef0b3aec5e733fb902420	Chất bôi trơn
7602605758f37b4919bed36732ac5c6a	Diabase
a43bc342f0d3389ace44498c779ffb24	Nguyễn Cửu Sách
1318690	Huşi
67d7217e3efe1f75a5c98f67aa101659	Chủ nghĩa u ám
24101	Chùa Thiên Mụ
83194	Cộng hòa đại nghị
cb100cf49faeaae38623e395f9ad831c	Casteldaccia
aacd88d638cd8e91a568cd3765dc0d45	Chaitra
392194	1849
63215	Giang Tây
724003b111f8eac6ec4bdf9f45e6b4f0	Ojai, California
38290	Bolivia
e161524596891769a26bc7da81644b1a	Trận An Giang (1867)
afc2c5a68503635b5278c51fc2c78f9d	Minh Châu (diễn viên)
241425	Vua Chăm Pa
4b6a585e27315d497940c413f5b467d2	Hệ ngũ phân
1127293	Cao Ly Hiến Tông
1549496	Ngũ Phúc
2a03df1205a7f78e619dd226d3753a6e	American Comedy Awards
778689	Người Moor
3d35ed996cbe160a00cc8522972b8ae5	Air Rarotonga
15424768fcbaee9b7006539156837dbf	PLoS Biology
123557	Dmitry Sergeyevich Merezhkovsky
1677752	Chiến dịch tấn công Bug
1b606ace77604ffc4847a40c4ace4ccf	Abū Rayhān al-Bīrūnī
3671919	David Lean
5897	Ngữ hệ Hán-Tạng
156902	Danh sách di sản thế giới bị đe dọa
e923903700ed57591fd4cf3413caf460	Thể loại:Thành lập thập kỷ 1030
1635788	Edward Lansdale
541048	637
109067	Nikolay Alexeyevich Nekrasov
353259	Danh pháp
105169	Tỉnh (Trung Quốc)
43569c4aa4ec7daa1f7bf2847958b9fe	Đạo ca
e9e7d8f3bbaa2a8daf8623cad02682a5	François-Jules Harmand
c59a49972167d5ffcc53b0efd374793a	Chủ nghĩa tư bản nhà nước
1743213	Doanh nghiệp nhà nước
3258304714473f0d8c71d8f3faf3acbc	Aspe
53784	Thể loại:Sinh thập kỷ 1820
11531	Chè
45e384370f59d9333b7659ecd92e8abe	Michio Morishima
8d908611574e8036f93d5774dfb248e9	Vị thế chính trị
27b232c11b18bb149d56fe0070f45a52	Robert Bolt
0c10db8295afc48ebc09be99d26e6dfb	Công viên Quốc gia Pacific Rim
fd9ed4a1d820b3697da5ef6b894b85bf	Cao Xương Hồi Cốt
440f5548c909a552ea7e4c8cb4e9ef65	Các ngôn ngữ creole và pidgin dựa trên tiếng Mã Lai
2c04e8275246233353bf2efd411d4f65	Bản Triều Bạn Nghịch Liệt Truyện
fc577359db77d32e4fea2fedbedf2eee	Bay thuê chuyến
20486	29 tháng 8
e239cb8dc129810fec4ffb008361ffe6	Francisco Diez Canseco
a220c9f8dc9d1447f7d9c81fcf0920f9	Chuỗi cung cấp tái chế
1251a4d73141fb4a4007358de10fb413	Giao dịch đường biển
b5dd03b22acd527f23b91bcbdd12e9c0	Avestan language
212130	Bắc An, Hắc Hà
007a2297dc3a096f511e0b56befd42e8	Thể loại:Mất năm 1857
93a43f43b51c8a2eae6ab690afc63f85	Dãy núi Cửu Nghi
544095	Torah
421193	Cao Ly Thái Tổ
c79cb05478873a5b88ee9490daf5dc09	Despoina
821109	Caltagirone
fb1cd7de85472b46299e7ea22f18c25b	New Jersey Meadowlands
5fe1fd49e1a4299fef586ca6e7c3b279	Black ice
d081b523224a06f6ec929af4daf48970	Albert Edelfelt
2457899	Miami, Florida
401248	Trần Văn Kỷ
cbcec64e07666dd672e70950637e0361	Bồn địa Địa Trung Hải
d88190cf2172fdf50d854f481a61a069	Alenia C-27J Spartan (định hướng)
163209	Niên hiệu Nhật Bản
500049	Thủ phủ
20014	Kinh độ Mặt Trời
18884	Đột biến sinh học
530427	1453
571533	Buzen, Fukuoka
567224	Lý Hồng Chương
10534	Chiến tranh lạnh (thuật ngữ)
4649	Danh sách nhà toán học
1529	Trung Quốc
3164564	Hoàng Quy
1345676	Ouro Preto
f8953befc321bb113230ebad3954c76f	Arbidol
31647	Bảy chị em Moskva
53768	Thể loại:Mất thập kỷ 1740
816168	Phòng khách
32a74f90c7aa4f5ae75d9505c0e01885	Mondolkiri
1684840	Giao tranh tại Döbeln
1158db92ffe54ad67d0b4f0b125b1a03	Auerbachs Keller
725d75948182669a5507f8d6ad75ac32	Białystok-osiedle Młodych
194887	Gia Hòa, Sâm Châu
26741cc4627da2b8778f9322cce70234	Casa Milà
12640	Cục Thống kê Dân số Hoa Kỳ
523742	Ban Bí thư
915da6021109e4816a9ca053ac2d7f3e	Năm dương lịch
19319a12c5fcb14a60599bf7bc96ab4a	Agdam Rayon
9501	Albert Calmette
1315931	Aïn Djasser
7497	Xã hội
13679	Nam Tề
53751	Thể loại:Sinh thập kỷ 1670
7c9d496711eadab491a21a7e9f8cec02	Danh sách giải thưởng của Mỹ Linh
7e2d3382d7f7816859a6d83c0d6d2a43	Phong trào
283d53462a495ac6998dc1415459347c	Delaware Valley
824b9a62815175d76cebd7da791a5a7d	Social democracy
29970	Nam Trực
6ede859e970b254f6502d21297e02df2	Charlie Codman's Cruise
1252913	Thạch Lâm, Thạch Hà
3268e7b66439454fc7b861b07578872f	Hearst
200144	Phu nhân Montessu
3719184	Hội đồng Trent
40be7279ad1007be45a287050529a5f3	Thể loại:Mất năm 1772
89545	Giả khoa học
12470	Chiến tranh Triều Tiên
578341	Thập niên 1440
605340a19377a5bc04bddb12d36a5271	Chính trị Florida
e6da0929cac4f325962f3a0497e6e7b2	Hosios Loukas
213263	Giao, Trường Trị
f42a03da96379bf0cb3719814ca635f9	Gia tộc Huxley
d618be26b3db9baa1581f36fa4f023b2	Béni Abbès (huyện)
102853	Brussels
37060	Mét khối
65cb4e35248e21acb951d2b514985ccd	Bắc Alabama
49d9e0a9732f130e742468bad0a55bdb	Globulin miễn dịch
201754	1771
3660931	Tiếng Quảng Đông
48bd4193671ed85873217349634da5f2	Quỹ đạo của Mặt Trăng
19745	Thể loại:Sinh 1811
867581	Vịnh Aqaba
fe6dc24186920c72c18420a8a79ef55e	Al-Ahram
206112	Giả Uông
20359	25 tháng 6
5e5c4181860da6076e11aeeb305fb231	Nhà thờ Quito
3432414	Quảng trường São Francisco
421885	Alfred G. Gilman
d95e0833096d29a00c492c78c4fdf086	Ada Kaleh
b49dbfa70504e4e7ad07eab7afd72256	Ammonium hexabromoosmate(IV)
523685	Tiếng Ireland
1744284	Danh sách các loại tiền tệ đang lưu hành
c574d7b384082a4ebc9a2326bbf4081d	The Art of Finger Dexterity
04d3713eec505f10db3ff2154e7f5dae	Giải thưởng O. Henry
428a24f6b174ca0912a757bccf1d24b0	Fernando De Luca
eef7068db1f66eef160b722bb3d8da4c	Mike Weatherley
702739	Tiếng Do Thái
55534d2db7297a2afa39e29b09c58c4d	Berkley Center for Religion, Peace, and World Affairs
230895	Tiếng Phần Lan
c6e154ad5b30c43eeb197d75490af837	Đại hội Đảng Lao động Dân chủ Xã hội Nga
5d375d4a57e09ec13efb48845aef15cd	Bachfest Leipzig
263711	1878
574724	Thức uống
8a867edfc5bd9c636bef15e95c6a75ae	Abdel Latif Boghdadi (chính trị gia)
3635015	Kiến Tường (thị xã)
03296d83c261fffbf253447c7b85b5c3	21 Tháng 6
657edb6a5a8e0dc3706756abc580f873	Charles Gates Dawes
1407346	AK-12
1288099	Băng L
3272902	Busou Renkin
107813	1905
1443750	Sừng
1279561	Thập niên 260
391975	1810
9879348cd2dc2cd5cc72d538cbd84c49	Thể loại:Mất năm 1892
531818	550
d73e4e95c1b3d3bef5be4df6e8eda9ea	David J. Eicher
54c47a3eba6cae8519b2016dcd0031e4	Hàm eta Dirichlet
580825	Santa Cruz (tỉnh Argentina)
340547	Mạc Toàn
e3f796362bcdef1289af779b01ecacf5	Khu định cư Northkill Amish
2397687	Caliphate
fb1ffdc8d1d0ce4a680c580dd6696c8d	Aqidah
2218417	Amedeo Avogadro
72b17932a048e5fb98eec9ff9e5e684f	Agron
40097	Tre
1405136	Liên minh tam hùng lần thứ 1
6e1dad941272befada4e9a47cc53c4ca	Bergen (Nỏod-Holland)
800804	Banteay Srei (huyện)
d2eead9a3d0401cd98aaa35703edcf3a	Anadolu Efes S.K.
8974c4afb913f8132e10c15ae5c89e37	Bảng chữ cái Paleo-Hebrew
107822	1914
33fb2586bded44362234d17507f32cdf	John II của Aragon
c81350e11ba1229747930b33337772a6	Thể loại:Phá hủy thập kỷ 1640
782697	Al-Andalus
b8a4a12d9c758bc6daad5d4a9a40412e	Thể loại:Kiến trúc thập kỷ 1830
3278	Giêsu
138509	MC
1242909	Cẩm Hà, Cẩm Xuyên
c83ec2104c4711b639a86bbd22b22ac2	Goa-eup
bbd72031e9ae3c86b03e9f27f91c9eba	Hiarbas
63756	Gia tốc góc
3671912	Arthur Leonard Schawlow
ce2db106e18f986b78423958ccdd0b0c	Dân số ở mức độ tốt nhất
37af59cd412a64bd6fcb0558bc8a2da5	Biết đọc viết
1497eebd09052581a72a079d97dfec77	Giải Kim Tượng lần thứ 28
b3ec0cf199b6774f21aca91132393c61	ISO 31-1
230839	Phó Bảng
ed2fc9a98a68bc67c113794d2d4906ac	TT359
578375	Thập niên 1250
3240313	Archosauria
9183695d134a9f8aaa037a528185e86d	Chung kết cúp bóng đá châu Á 2004
f2bb6dd4f4b0f5cd574c154a32cca0c1	Hệ phiên âm La-tinh JSL
cc5584b2a3ac736a5a92c6801fae5c65	Encyclopædia Britannica (phiên bản thứ 11)
405762	Baroque
2264470	Trung Hoa Dân Quốc (1912-1949)
231620	An Lăng
6335	Laurentia
528960	Alexandria, Virginia
1529631	Biển đăng ký xe
bd96c0168e3603c16f09e08a15e32840	Dictionnaire annamite - français
c27b62a117ea5fa36db45adc50415ce6	Godin Tepe
42291	Hậu Ngô Vương
85890	Ngôn ngữ chính thức
8fde9cc22a163f63ff441ce980cf67f0	Thể loại:Mất năm 1849
250312	Chùa Từ Vân
7004a7967e02f37ddef8b53e3b910ae4	Linotype
1957273	Chiếm đóng Nhật Bản
5cd6fb3fd3f1c13e6fabf99e67f4a8ec	Danh sách đảng phái theo tư tưởng
92ed1565b737511f3a6a9cd8440e7a84	Critical line (thermodynamics)
3389e089e41e2aa78285d8a952cff21a	Arthur Cayley
107297	Côn
fae5c1174772b72596563c823f70105d	Mesopotamiсa, Argentina
135298	Đi tìm thời gian đã mất
754f21a69a1f259e3fe59bf628fd55e7	Chùa Bảo Linh
11ab7c54bf9826106e313767b8100e18	Amerijet International
15350	Danh sách giáo hoàng
5aa1f22a234c2b8d6b3cc3e47f1dd5d1	Missouri School of Journalism
93188	Hephaistos
0d2a9cd2b60530056037ed48947307b7	Atherton, Queensland
1330803	50000 Quaoar
3394444	Chiêm tinh và khoa học
77ca84f5fa857c4361f1bf3588fa25d0	Burg (Bruges)
794392	Justinian I
528867	1722
92635	Barranquilla
3cfc5c289845e14930f5b1331b152610	Frederick Stanley, Bá tước thứ 16 của Derby
290411	Đại úy
22a651dac4c04ce6f96f910eb5fb471a	Vi trùng lao
37f6828d12809147e2b249f7a30568db	Bách Bộc
48919	Airbus A380
303802	Các sắc tộc Thái
9c3f802acf44ebc62911227fe3e69533	Bầu cử Quốc hội Việt Nam khóa IV
f37f9b4dea3b02d67d747398f00c9fc7	Danh sách sân bay theo mã IATA: K
47080	South Carolina
2dca89b92da3d10c3d65cb10e6e1f577	Edward C. O'dowd
304321	Bazoches-lès-Bray
3266124d1714cf99c51cb2d87fc451be	Fernando Poo
5dddc86ab9c09dc19a426bebd8393653	Arabia Petraea
26efbc684c2a10ea61ac963f3eb31dbc	Thể loại:Phá hủy thập kỷ 20 TCN
529306	1660
92400	Lê Cung Hoàng
b88edc8a535ab829d6476b9f10ef174e	Niccolò Zucchi
545e7e54144e45e3dcf40116fc67eeea	Lịch Babylon
62a6ab3bc33258f3106fe36471e4965c	Công trình thanh lại ty
540768	183
71243	Lớp Thú
530243	1070
772311	Mazar-i-Sharif
219085	Caspar David Friedrich
5365ff8b9e535d9a2fc9a4d17395e16f	David Kefield
14b770857b1a5ca4f89cfb94dc9a4ddf	Các chất gây nghiện
3221355	Pontus
d0e6a1013c231d78c1f86463c8d94374	Bầu cử ở tiểu bang New York
1275	Đồng Nai
1615011	Cuộc vây hãm Bitche
c916bdb92aa616a7679ffdee5b7b8fea	Bévéziers (Q179)
259351	Assago
f1b8584324cca7fb7b75d51083c23d2d	Kiến Ninh Công chúa
1254108	Việt Hưng, Kim Thành
0fac5065d9b65d1c053f81558c797831	Christoph Kramer
310454	Các điều khoản Hợp bang
14199	Axit selenic
97537	Công nghiệp
525856	Cha
904f01553170f4e427bd82dae070cf28	Bệnh viện Bellevue
8e519465f06d3b638dc8ce95d0edcd81	Chùa Dược Sư
aafeda1b5ea9d5feeb732df5592bc169	Friedrich von HAGEDORN
a0c282d3a304543abe8f5693436e2999	Cuộc vây hãm Schweidnitz (Chiến tranh Bảy năm)
590030	Cách mạng tư sản
7d6d0e46760491345e56b57b129c77aa	Claymont, Delaware
1250376	Long Xuyên, Bình Giang
530145	1097
99e066aa1aa007f7b43d1a767ad5164e	Nhiệt hóa hơi
3234222	Jura giữa
420276	Bengt I. Samuelsson
027f7490ea3bfad012ed834144bb66d6	Bán đảo Hel
3350038	Danh sách các mã bưu chính ở Pháp
259572	Cinisello Balsamo
150823	Ahmose I
102835	Budapest
3231666	Hoàng hậu nhà Đinh
216e297dfd909447ea57a5713878280b	EDT
517200	Kem
97905c2a338dc0fe0b48538e32873e87	Amiens SC
b60bd68fe82a454426c5e4389ff326a9	Le Breton
106126	Antigua và Barbuda
187233	Đỗ Thanh Nhơn
37828	Violon
bf06de44143cd9ef01813dee34274d9b	Joseph Willibrord Mähler
530057	1167
b799a9c1cb1b44851fd5708af14bbb9f	Hành khiển
7c344e154365df60e3bf381a68e3aded	Luật Trà
bb5f2572ad08802008ed0f50751bbf1e	Hexaméron
cbc8a3e15cf58d3960e2db63f2655a77	Cervati
63315	Giải Nobel Hóa học
35901	Chi Dâm bụt
e0b68431e07c1ae350f6079d00651e3e	University of Canterbury
07a22a3ea0efd5fc22caeaaad4e886f4	Hệ thống y tế
778149	Bellentre
4dc68ef04476266ae59045ec56e1a617	Hiệu kỳ của Arica và Parinacota (vùng)
275763	Bảo tàng Hồ Chí Minh
2a5bb59613f88f406bb7d58b8923f4d8	Hannah More
120295	Knut Hamsun
59f066c17680764a3a7cee5b4a298382	Aldworth
b1e544b12b44ca21ec3b7a224be7df47	Hệ tư tưởng Đức
80a496744fc536c08ca2efe06be5fe47	3 Tháng 12
f7bdae439801adfee1cb0e032d39f7f4	Ahmad Urabi
fba0bbbf8f8fc8b43830a3f0937e62fb	Nguyễn Nậu
657181dec5384d78be54cf0c2f9b0ce4	Vernon J. Bourke
799180	Baray (huyện)
185637	Silesia thuộc Séc
244311	Nghị viện Châu Âu
83ae8bf6b4e1b536e13fae64eba1b03e	Alexander Radishchev
9e0e796c49e0215005d1fb7d5c659bf8	Kế hoạch 571
9e453087cd4153cc0e1d21cfc3079ad0	Ares Vallis
06cce0c68622ee7721b702269372e00a	Chương trình đào tạo
7633841	Chiến dịch quốc tế nhằm loại bỏ vũ khí hạt nhân
1244911	Hương Văn
fc0b95a2623d0d5d94ce850c6c9475dc	Egmont
1335643	El Encanto
405760	Hoàng hậu
529271	1650
f32f371dccd97d38160772c24ea5c8dd	Atuel River
109045	Địa cấp thị
1668a1cf3bdb9e0be2563d1cee688c85	St. Sebastian
3c71bf2d3ef90352fff64e0f58b388e1	Bucareli Sound
50125	Cẩm Vân
3653273	Miên Du
60325	Ca Huế
97669412adfa98364416fd0f11aaa421	Ignat Solzhenitsyn
df670f192d36b091caa89860cadb05b5	Collateralized debt obligation
f8605cfa2122e325d6debd595880a439	Doraemon (máy tính)
199494	Lakshadweep
31082f5d760805f19a0190e880354ffb	Bộc Dương Hưng
3389660	Sự chết của Chúa Giêsu
198444	Núi lửa dạng tầng
982914	An Đông đô hộ phủ
df9e769e3cc120f2eb452bf02f36acf0	Cully
7f763c17a4563725704bea34f8b11061	Cảnh sát hoàng gia
107946	1962
44803	Xe lửa
c7583ac7e2ad078f29c95d8c49b5c902	Carlos García y García
575099	Chattanooga, Tennessee
457374	Hệ tọa độ
3704765	Nam bán cầu
3402792	Europa (thần thoại)
260832	Gavorrano
142833	Chiến khu Tân Trào
9137eb9635098db10b86886d2e565d50	Central Statistics Office (Ireland)
44602	Kỷ Cambri
efe7f53aabb45405041b520f5bdbe1ac	Chế độ tư hữu và Nhà nước
bf34e003489137c96086580bab2b21fc	Bản Tả Van
f4b68e6379ec6797e22455d4770e938f	Năm nguy cơ đánh mất cuộc sống
bf386c0ce9958c3d2d1dbb618307db89	Anh hùng thời kỳ đổi mới
36cc026fb265ef2e9d434d7c067418a6	Bóng đá (loại hình thế thao)
a6d9da30fd0e8c8f0d3044e9a9f09fd8	Tiến sĩ Văn chương
bc7241edbe20d41918ce3c93617dac1f	Arkarov
49648	Gia vị
89155	Bộ tiêu chuẩn ISO 9000
524295	Axit clorơ
3296308	Chính phủ liên hiệp
6890148ec62f2a7a9b3d05478c2d628a	Blue Hope
b97b01ad1a9155618ffb7cc15c2b36c0	Bonar Law
564126	ArXiv
b0bff22b70c8fbe1c8f7e2989ccc378f	Charles Louis, Vương công xứ Baden
3689085	Amar pelos dois
3338229	Thống đốc
127814	Albert Fert
e175a77167f8bb41de7baed99b347892	Annibale Frossi
aea1890fb5bf345238f8ba2ecce27869	Adriana Ivancich
ce23bd6aebc90e9b052ed485032e8655	Burschenschaft
59443	Bác sĩ Zhivago
137149	Bộ Ngoại giao (Việt Nam)
815187	Borriol
